POW_LGA_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
LGA21270,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,4,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,0,0,0,0,12,7,0,0,3,0,0,0,6,0,10,3,0,5,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,19,30,33,35,11,49,7,226,3,0,0,0,0,0,0,0,0,7,3,0,3,0,0,3,0,5,0,21,4,0,4,4,0,0,0,0,0,13,8,5,0,0,0,0,0,7,0,28,3,0,0,6,0,4,0,10,0,23,10,5,8,12,8,0,4,17,7,53,7,3,5,8,11,3,0,9,5,58,5,8,3,3,0,4,4,15,7,49,10,14,5,9,15,6,4,8,9,62,9,8,0,4,0,0,8,3,0,33,10,10,0,0,0,0,3,5,0,31,0,0,0,0,0,0,0,5,0,9,6,8,0,7,5,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,10
LGA21450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,46,71,89,72,25,57,8,408,0,0,0,0,0,0,0,0,3,12,0,0,0,0,3,10,0,5,4,17,0,0,5,4,0,5,0,5,0,22,4,0,4,5,7,5,0,6,0,35,0,0,6,10,0,0,0,0,3,33,6,0,4,10,3,8,0,6,6,50,6,0,11,13,5,12,4,10,6,74,8,6,12,15,6,9,10,24,14,104,13,9,13,11,19,6,13,25,15,114,18,13,10,8,7,6,6,7,3,74,9,5,0,0,0,3,4,6,4,43,13,4,5,5,8,4,0,4,3,39,15,11,9,0,7,0,3,0,3,47,5,5,3,0,0,0,0,0,6,20,11,0,0,0,0,0,0,0,3,18
LGA21610,9,0,0,0,6,0,5,0,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,80,40,100,139,173,195,85,123,13,939,3,0,0,4,0,0,0,4,7,21,0,3,0,8,3,3,0,7,3,29,3,3,5,12,10,11,5,8,4,61,3,5,6,14,8,21,6,16,11,87,0,8,17,17,10,12,0,10,3,83,8,9,18,39,25,20,9,23,9,165,9,16,15,57,28,23,8,28,16,201,25,14,35,34,34,34,24,42,28,264,25,43,41,37,28,20,25,25,11,255,20,38,27,16,26,10,16,16,10,171,20,29,17,6,15,8,14,3,9,118,12,17,6,3,7,12,8,5,8,73,31,19,4,11,11,3,3,0,4,88,8,5,4,0,4,0,0,0,0,22,11,24,3,5,5,4,0,0,0,46
LGA21670,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,14,12,9,10,23,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,4,0,17,0,0,5,0,4,3,0,0,0,12,0,4,0,4,0,0,3,4,0,18,0,0,6,0,3,0,0,5,0,19,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,11,21,25,20,13,33,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,4,0,12,0,0,4,3,5,4,0,0,0,16,0,0,4,0,0,0,0,3,0,9,4,0,0,11,4,0,0,5,0,23,0,0,0,0,0,0,0,6,0,10,0,0,10,3,8,6,6,12,4,57,0,4,0,4,0,3,0,13,0,36,3,3,5,3,4,0,3,3,0,25,5,0,3,0,0,3,0,0,0,14,0,0,6,0,0,0,0,0,0,14,5,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA21830,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,7,11,16,17,12,27,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,5,0,0,11,3,0,0,0,0,0,0,3,0,9,3,0,3,6,0,0,0,5,0,13,8,0,0,0,0,3,0,8,5,26,11,0,0,3,0,0,0,6,0,25,8,0,0,3,3,0,3,4,0,27,14,5,4,3,0,0,0,4,0,26,6,4,3,0,0,3,0,6,0,23,0,0,0,0,4,0,0,4,0,12,4,0,0,0,0,0,0,3,0,7,3,3,4,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12
LGA21890,4,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,45,20,40,76,90,68,42,39,3,425,0,0,0,0,4,0,3,0,4,13,0,3,0,0,3,3,0,4,5,28,0,6,3,3,0,9,5,0,6,32,0,5,4,3,8,6,3,9,8,45,0,9,3,12,4,7,6,12,3,61,5,8,12,25,11,13,7,8,3,87,5,10,17,19,19,15,18,13,11,123,9,13,7,32,27,14,19,16,15,154,19,16,23,21,34,11,17,11,16,164,4,17,14,11,16,8,9,8,12,98,8,28,15,9,12,3,9,3,7,90,10,15,9,4,3,8,4,4,3,52,18,31,8,8,0,0,3,4,0,80,5,7,0,0,0,0,3,0,0,18,4,6,0,0,3,5,0,0,5,25
LGA22110,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,25,45,60,33,17,43,0,274,6,0,0,0,0,0,0,0,9,17,0,0,0,4,0,0,0,5,8,24,0,0,0,3,6,6,0,5,0,20,4,3,0,0,3,3,0,9,3,29,3,0,5,7,3,9,0,11,4,38,3,0,5,7,7,7,0,12,12,50,11,6,10,11,9,8,3,9,9,69,10,8,5,9,6,9,5,12,0,64,7,12,5,7,6,5,4,9,3,56,9,3,8,0,3,3,3,11,0,42,5,8,0,4,4,0,0,4,0,19,0,4,0,0,0,0,0,0,3,14,6,7,0,4,0,0,0,6,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
LGA22170,3,3,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,20,71,102,123,129,34,91,10,625,0,0,0,0,0,0,0,0,4,13,0,0,0,3,0,3,0,6,3,20,0,5,0,6,6,10,0,10,3,41,0,3,5,8,4,9,0,3,0,35,4,6,0,10,12,12,0,13,6,51,4,0,5,13,13,10,4,20,8,87,3,11,18,21,25,16,8,21,11,121,10,18,23,16,23,18,17,15,11,145,12,31,24,18,27,8,7,18,10,154,9,26,14,10,18,13,8,3,0,101,14,26,5,4,12,8,7,0,7,91,10,16,5,3,4,0,3,0,3,49,14,29,8,7,3,0,5,0,5,70,3,5,0,4,5,0,0,0,0,12,12,27,0,0,0,0,0,0,5,42
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,10,7,10,7,12,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,4,6,0,0,7,0,11,5,0,0,0,3,0,0,0,0,11,8,0,0,0,5,0,0,4,0,19,8,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,5,4,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,32,27,53,61,38,7,32,5,273,0,3,0,0,0,5,0,0,6,21,0,0,0,5,0,0,0,0,6,16,3,7,3,4,0,3,0,0,0,17,3,3,0,6,0,0,0,12,3,29,0,9,0,16,8,3,4,10,0,48,9,15,6,17,3,8,0,13,10,83,0,12,16,26,12,4,0,10,6,83,9,17,10,20,14,6,7,4,5,100,6,33,11,24,17,3,6,7,8,118,5,18,11,4,14,4,0,3,12,85,17,35,8,3,6,7,4,3,0,83,11,18,7,0,3,4,0,6,4,57,20,28,0,3,4,3,0,5,6,68,3,6,6,0,3,5,0,0,4,17,9,19,0,0,0,4,0,5,5,42
LGA22410,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,7,9,14,27,19,16,22,0,139,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,7,4,0,0,0,0,0,0,0,0,8,10,0,0,8,4,0,0,4,0,24,0,7,0,6,8,8,0,0,0,23,8,0,8,10,0,0,5,4,0,32,4,4,0,0,0,0,3,0,0,19,0,0,0,3,3,0,7,3,0,26,4,0,5,0,0,0,5,0,0,20,5,5,0,0,0,0,0,0,0,9,3,0,0,0,0,6,0,0,0,10,3,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9
LGA22490,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,10,6,3,11,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,10,3,0,4,6,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA22620,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,22,77,109,159,110,41,148,9,730,0,0,0,0,0,0,0,0,0,6,0,0,3,5,5,12,0,0,0,22,0,3,8,0,3,11,3,0,0,31,0,3,3,0,4,3,3,13,7,41,9,3,4,11,0,4,3,12,7,51,4,7,11,13,14,7,11,18,14,96,9,3,11,26,14,17,8,24,4,117,10,17,14,21,25,15,10,18,5,131,7,20,19,18,26,4,18,16,10,135,10,28,9,12,15,3,14,4,4,95,15,22,3,11,7,3,10,0,6,76,9,21,5,7,4,6,0,0,5,54,15,18,10,7,8,0,3,4,4,61,5,4,0,0,0,0,0,0,0,14,6,11,0,0,0,0,0,0,3,28
LGA22670,14,4,0,0,5,7,3,0,0,44,6,0,0,0,0,0,0,0,0,14,6,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,8,121,53,124,105,278,99,212,192,13,1198,9,0,4,0,4,0,0,0,17,28,6,4,4,0,3,3,3,7,3,32,5,4,0,9,4,9,9,7,6,56,5,9,0,11,10,11,12,9,8,77,0,4,8,13,15,7,7,12,12,80,7,6,21,19,20,14,24,26,17,157,16,12,39,28,31,17,41,59,22,261,21,25,54,46,65,15,112,84,38,460,38,44,70,18,62,20,112,50,25,441,24,40,40,24,63,10,43,31,21,291,36,57,18,11,23,15,22,13,13,222,28,36,19,8,14,0,15,8,5,134,56,48,13,8,20,11,15,12,15,187,12,0,4,5,5,4,4,0,3,35,33,12,4,0,7,3,0,3,0,57
LGA22750,12,9,0,3,6,7,5,0,0,51,6,3,0,0,0,0,3,0,0,6,7,6,0,0,0,5,0,4,0,15,0,0,0,0,0,0,0,0,0,9,113,66,128,216,259,210,124,215,11,1342,3,0,0,0,0,4,0,0,15,24,0,3,7,12,0,18,0,14,14,60,3,4,5,10,17,10,0,13,4,62,6,8,5,19,9,10,0,9,8,77,5,4,6,18,11,12,3,22,12,92,10,13,11,44,36,18,13,30,14,191,20,15,29,56,27,20,17,41,16,238,13,18,38,61,52,25,27,37,24,304,21,51,30,50,33,12,30,32,23,292,26,41,22,25,29,14,18,22,13,208,21,44,12,14,14,11,7,12,13,150,9,40,11,11,3,3,5,3,4,85,38,59,24,16,13,6,10,10,12,181,11,17,0,0,4,4,0,0,4,48,22,28,0,8,4,0,0,0,13,75
LGA22830,0,6,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,30,19,30,47,81,77,33,93,7,411,3,0,7,0,0,0,0,0,5,12,0,0,0,0,0,7,0,5,4,19,3,0,8,5,0,5,3,3,3,23,6,4,4,5,0,10,4,8,11,36,0,5,8,10,0,9,0,9,4,40,4,4,5,7,7,5,4,11,9,63,10,8,11,15,5,3,9,29,7,93,14,4,14,17,11,10,16,29,7,130,9,22,14,11,13,9,15,15,3,112,10,20,9,9,8,3,12,9,0,71,8,17,4,8,0,4,6,5,5,57,6,5,5,4,0,0,0,0,4,18,4,10,0,7,0,0,0,0,0,20,0,6,0,5,0,0,0,0,0,10,0,6,0,0,0,0,0,3,4,17
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,10,4,16,3,13,0,58,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,3,0,14,3,5,0,0,0,0,0,0,0,9,0,0,4,0,6,3,0,0,0,14,3,8,9,5,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,3,5,5,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,3,4,3,0,0,0,3,3,0,20,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,14,38,42,63,42,79,49,6,382,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,5,0,4,4,22,0,0,0,9,8,6,0,9,4,31,0,0,6,3,3,8,0,7,0,34,3,8,8,14,3,0,4,10,5,57,3,5,0,12,12,8,12,14,6,83,4,4,23,14,12,6,16,17,15,113,5,12,21,17,13,4,15,15,9,112,7,11,9,3,19,4,10,7,9,83,10,4,10,5,9,0,9,3,8,59,5,12,0,0,7,0,9,4,8,42,7,13,7,3,0,3,13,3,0,58,3,0,4,0,4,0,0,0,0,16,3,3,0,0,0,0,0,0,3,17
LGA23190,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,10,23,41,29,12,15,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,16,0,0,0,0,0,0,0,3,0,13,0,0,0,4,4,0,0,4,0,20,5,3,0,3,4,0,0,5,3,26,3,3,0,5,4,0,5,3,7,34,3,5,8,3,4,0,5,3,4,33,3,5,0,0,0,0,4,0,3,19,4,4,5,0,0,0,0,0,0,17,5,5,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9
LGA23270,16,7,11,8,3,0,7,13,0,65,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,12,89,38,123,194,257,118,162,186,12,1186,0,0,0,0,0,4,0,0,3,16,0,0,0,7,0,7,0,5,4,31,3,3,0,9,4,4,0,9,9,37,0,0,14,12,3,15,3,19,12,81,16,4,12,13,8,14,9,14,10,97,10,3,18,23,18,30,16,20,13,154,17,16,31,30,34,16,44,33,30,245,24,17,55,48,47,26,78,50,26,373,27,30,45,32,70,22,85,45,29,391,22,36,27,33,45,17,43,18,22,258,21,34,21,16,31,4,23,11,19,186,14,30,16,7,22,3,15,13,14,127,36,52,29,16,25,13,12,4,10,188,10,10,3,0,4,8,0,0,0,37,25,29,0,3,3,0,0,5,9,71
LGA23350,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,12,5,5,7,22,0,69,0,0,0,0,0,0,0,4,4,6,0,0,0,4,0,3,0,6,0,8,0,0,0,0,0,4,0,0,3,9,4,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,6,0,9,0,0,0,0,0,4,0,0,0,13,3,0,0,3,5,3,0,3,0,18,0,3,0,3,0,0,0,5,0,18,5,0,0,5,0,0,0,7,0,11,0,5,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA23430,10,4,6,0,3,3,4,0,0,31,5,0,0,0,0,0,0,0,0,3,6,6,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,91,36,110,94,177,117,95,123,14,859,6,3,0,0,5,5,0,0,6,23,0,0,3,0,0,5,0,4,4,20,0,7,3,5,9,7,0,0,3,37,3,0,5,13,9,11,4,10,10,64,5,5,10,17,9,12,9,13,3,73,10,9,7,19,21,6,8,26,11,125,9,11,17,19,32,10,29,38,14,179,25,18,34,37,25,21,37,48,36,279,21,40,45,34,36,28,31,33,27,299,19,38,24,13,17,22,30,13,7,179,29,31,25,8,27,10,11,3,12,157,26,19,8,4,13,7,6,3,7,97,52,39,10,7,8,5,10,3,12,137,6,5,0,0,0,0,0,0,5,20,22,17,4,0,0,4,3,0,0,59
LGA23670,14,5,0,0,0,6,0,0,0,28,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,78,33,98,86,163,105,86,104,11,768,0,7,0,0,0,0,3,0,3,14,0,0,4,5,0,0,0,0,0,14,6,0,0,8,4,6,0,6,4,41,5,0,0,9,5,7,4,7,9,54,3,3,8,8,14,9,0,14,5,62,3,7,8,18,24,14,9,23,7,106,10,11,18,22,33,14,18,23,7,144,15,14,20,24,30,15,37,29,11,197,23,29,34,18,38,8,36,17,17,217,16,24,23,16,23,8,14,3,9,140,16,24,22,8,18,4,10,8,6,116,9,22,5,6,7,7,6,0,3,61,39,44,17,3,11,3,0,0,4,119,5,5,5,0,0,0,0,0,3,21,13,14,4,7,0,0,0,0,0,37
