POW_LGA_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
LGA21270,0,0,0,0,0,0,0,9,0,10,4,0,0,4,0,18,0,26,3,54,0,0,0,3,0,5,0,8,0,19,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,3,26,5,44,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,5,0,8,0,13,6,26,7,6,10,76,11,235,0,130,7,487,3,0,11,15,5,92,0,41,4,169,0,0,3,11,4,18,0,16,0,56,0,0,0,7,0,13,0,0,0,21,0,3,8,11,0,6,0,3,0,37,0,4,11,7,0,7,0,4,0,35,3,3,6,8,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,18,23,45,136,21,380,12,214,20,876,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,8,0,0,0,12
LGA21450,6,4,0,6,0,14,0,15,5,45,12,21,11,153,26,524,15,379,10,1163,6,19,14,110,21,246,11,143,4,572,4,7,14,59,20,77,7,47,0,232,4,9,13,40,4,54,9,35,0,167,15,7,22,37,14,61,5,24,0,175,3,9,13,31,6,22,0,18,0,101,3,4,11,11,0,16,0,7,0,57,0,0,5,9,0,0,0,4,0,26,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,4,29,48,77,107,461,93,1027,46,679,34,2582,0,0,0,0,0,0,0,0,0,5,0,5,0,7,4,3,5,3,0,32,0,0,6,11,4,10,0,10,0,46
LGA21610,7,0,8,22,8,47,0,39,11,143,11,91,40,367,77,1270,37,640,15,2552,10,77,40,292,59,947,52,416,13,1903,17,29,21,154,54,420,27,163,5,891,18,26,50,120,56,276,35,113,5,703,26,27,57,114,54,247,17,89,8,641,15,26,43,79,40,99,13,49,3,368,13,27,33,43,22,32,18,29,8,219,10,24,6,31,13,20,10,7,0,110,0,5,3,12,9,0,4,0,0,39,3,5,0,11,0,0,0,3,0,27,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,25,0,7,13,66,138,330,296,1247,391,3405,214,1563,83,7671,0,0,4,0,0,0,0,0,0,9,0,5,5,5,6,26,0,18,0,65,0,3,14,28,8,54,7,21,3,133
LGA21670,0,0,0,0,0,0,0,4,0,4,0,0,3,21,0,57,0,36,0,127,0,0,0,10,6,19,0,7,0,36,0,0,0,4,0,9,0,0,0,16,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,4,0,0,0,14,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,36,9,98,0,51,0,221,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA21750,0,0,0,0,0,4,0,3,0,8,6,3,15,44,3,123,0,81,7,277,5,0,7,9,6,44,3,40,4,113,0,4,0,5,0,11,0,12,3,45,0,0,0,6,3,5,0,7,0,25,0,0,5,3,0,4,0,0,0,21,0,0,4,7,0,0,0,7,0,20,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,10,34,76,13,199,5,160,10,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0
LGA21830,5,0,0,0,0,0,0,5,0,15,8,0,3,26,0,72,6,51,5,162,3,0,4,8,0,34,0,22,4,81,0,0,0,10,3,4,4,8,0,22,0,0,0,10,0,5,0,0,0,10,0,5,0,4,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,9,18,6,15,60,6,118,7,84,9,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
LGA21890,0,0,3,9,0,20,0,18,0,58,4,49,7,212,47,525,19,248,9,1122,14,30,15,158,49,383,24,124,6,799,11,31,20,152,40,207,21,73,8,561,11,20,20,104,33,146,18,60,3,421,10,34,52,100,45,122,29,73,9,468,13,13,33,87,24,55,11,34,5,267,13,9,20,41,14,25,15,16,0,146,0,9,12,28,12,14,4,5,5,78,0,5,8,5,0,0,0,0,6,23,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,7,13,45,87,201,196,903,272,1507,133,646,62,4008,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,15,0,0,0,30,0,11,8,12,6,24,0,11,0,67
LGA22110,0,0,0,4,0,10,0,0,3,18,4,5,7,79,0,188,3,112,7,407,0,0,4,21,0,73,0,31,0,131,0,0,0,11,3,19,0,11,0,45,0,4,4,15,0,8,0,0,0,32,0,5,7,3,0,0,0,6,0,34,0,0,3,4,4,0,0,0,0,18,0,0,3,4,0,0,0,0,0,13,0,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14,9,13,36,151,15,301,6,173,16,724,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,5,0,0,0,11,0,0,7,0,0,4,0,0,0,14
LGA22170,0,0,3,5,0,28,0,16,5,65,3,16,16,196,23,612,23,382,23,1305,8,19,15,149,37,422,23,186,9,862,3,16,7,93,26,155,13,83,5,408,6,17,8,75,26,126,8,48,5,321,11,14,34,86,27,93,11,28,0,314,7,3,16,42,16,40,6,26,0,158,8,11,19,26,13,24,6,6,0,116,6,4,5,16,13,7,0,7,0,61,0,6,5,6,0,5,0,3,0,28,0,4,0,5,4,6,0,0,0,11,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,5,0,5,4,18,0,4,0,41,67,112,138,705,196,1530,98,796,62,3700,0,0,0,0,0,3,0,0,0,3,0,0,4,0,4,22,0,9,0,35,0,0,11,9,6,33,0,10,0,69
LGA22250,0,0,0,0,0,0,0,3,0,9,0,5,4,17,0,26,0,18,5,67,0,0,0,4,0,15,0,10,0,36,0,0,0,3,0,0,0,3,0,10,0,0,8,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,25,6,44,0,33,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
