POW_LGA_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
LGA24970,0,13,0,28,12,41,0,17,3,127,10,175,42,403,95,716,54,350,19,1865,18,183,37,395,134,533,58,237,19,1609,14,97,49,259,110,294,35,126,17,994,17,79,53,192,131,190,45,125,14,833,22,111,64,160,123,189,49,127,11,846,19,82,85,91,85,78,18,50,7,512,12,69,41,55,64,42,26,27,6,332,16,24,24,56,27,18,12,15,0,192,0,16,3,28,15,4,5,4,0,77,0,0,0,5,0,0,4,0,0,26,0,0,0,4,4,0,0,0,0,5,5,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,5,18,0,0,15,56,135,850,397,1685,795,2120,303,1079,120,7481,0,0,3,0,4,0,7,0,4,15,0,7,3,6,3,12,4,10,0,40,0,12,9,15,12,33,0,13,3,95
LGA25060,0,0,0,16,5,25,3,12,8,68,5,51,13,249,32,665,19,262,7,1304,12,51,6,203,53,438,21,133,11,925,4,22,10,131,43,200,7,60,6,491,8,20,26,115,29,142,19,55,0,422,15,20,37,96,33,96,6,43,0,344,4,10,21,58,31,47,4,27,5,219,4,5,27,39,20,12,3,13,0,131,9,8,3,16,12,7,0,3,0,58,0,0,0,5,3,0,5,4,0,30,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,17,0,6,3,36,70,198,156,937,268,1664,100,625,43,4054,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,3,0,28,0,0,4,14,3,24,0,9,0,65
LGA25150,0,0,0,3,0,4,0,9,0,18,0,8,11,43,7,154,5,105,0,334,0,7,4,23,4,75,5,47,0,170,0,4,4,25,7,29,3,15,0,83,0,0,0,11,0,10,3,5,0,33,0,0,8,9,0,9,0,8,0,38,0,6,5,7,7,0,0,8,0,29,0,0,5,3,4,0,0,5,0,20,0,4,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,33,39,135,20,279,19,197,9,736,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,10,0,0,0,8,5,0,0,4,0,13
LGA25250,0,3,0,9,0,23,0,17,0,49,3,45,6,153,25,388,13,184,4,820,13,36,16,171,51,255,21,110,13,673,8,28,25,116,42,155,12,58,3,444,6,22,26,96,30,114,19,65,4,386,9,22,33,107,35,86,20,50,3,370,5,19,20,74,15,42,6,30,5,228,10,8,23,40,18,9,14,23,0,142,3,13,13,16,7,0,0,4,0,54,0,0,0,3,5,0,0,0,0,17,5,0,3,0,0,0,0,5,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,4,0,3,5,17,54,191,160,797,239,1077,107,546,45,3227,0,0,0,0,0,4,0,0,0,7,0,5,10,4,0,3,3,4,0,28,0,8,9,16,3,7,0,14,0,50
LGA25340,0,0,0,17,0,26,0,23,3,73,11,29,43,476,28,821,36,521,22,1987,12,20,26,242,26,459,30,184,8,1008,6,15,12,166,18,160,18,67,6,467,7,9,19,123,24,127,4,56,5,371,7,18,35,151,23,92,7,45,4,383,14,10,40,109,9,42,4,30,3,264,12,8,80,74,7,13,0,8,5,197,0,6,68,41,0,4,0,8,7,135,6,0,20,4,4,0,0,0,0,40,0,0,7,3,0,4,0,0,0,10,0,3,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,10,3,17,0,3,6,39,75,115,353,1418,144,1780,106,953,61,4998,0,0,0,0,0,5,0,0,0,7,0,4,3,11,0,18,0,11,0,45,0,3,6,19,8,24,4,12,3,78
LGA25430,0,0,0,0,0,3,0,0,0,6,0,0,0,28,0,75,3,65,8,178,0,0,0,10,0,35,0,16,3,70,0,0,0,5,0,6,0,4,0,24,0,0,4,3,0,8,0,3,0,17,0,5,0,6,0,3,0,4,0,8,0,6,5,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,6,17,55,7,127,3,101,11,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,15
LGA25490,3,0,0,0,0,0,4,0,4,12,3,0,4,27,3,42,0,53,3,141,0,0,0,12,0,15,0,21,0,47,0,0,0,5,0,0,0,4,0,8,4,0,0,5,5,5,0,4,0,21,0,0,6,0,0,0,0,0,0,13,0,0,3,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14,60,6,68,3,92,10,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
LGA25620,0,0,0,0,0,0,0,6,0,10,0,6,3,49,3,24,0,36,0,116,0,0,0,13,0,11,0,16,0,34,0,0,0,9,0,0,0,3,0,17,0,0,3,5,0,0,0,0,0,15,0,0,5,5,0,0,0,0,0,17,0,0,0,7,3,0,0,0,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,94,4,37,4,58,4,232,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,8
LGA25710,0,0,0,8,0,0,0,7,0,18,4,15,10,190,15,231,5,192,6,673,11,12,11,109,18,132,12,94,4,399,6,6,5,41,14,56,4,31,0,164,11,4,9,31,11,40,3,20,0,124,6,11,12,36,6,30,0,10,5,113,4,3,16,16,3,16,0,6,0,65,4,3,10,13,4,3,0,3,0,37,0,0,0,6,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,35,56,77,460,68,508,23,374,19,1624,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,22,0,0,3,7,0,5,0,9,0,21
LGA25810,0,0,0,0,0,3,0,0,0,7,0,0,6,13,4,46,0,28,4,85,0,0,0,10,5,15,0,14,0,53,0,0,0,0,0,7,0,3,0,12,0,0,0,4,0,5,0,3,0,11,0,0,4,3,4,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,4,13,35,14,76,3,61,5,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA25900,0,3,0,15,8,9,0,7,6,52,0,36,4,199,57,201,20,118,9,643,3,49,25,219,70,170,23,70,9,632,15,55,21,152,75,108,27,48,11,511,12,31,38,145,64,96,29,54,3,476,23,50,35,164,85,104,40,70,11,581,16,39,45,91,59,38,20,35,4,348,15,40,34,63,49,24,30,24,4,280,7,26,16,22,30,10,14,14,0,130,4,14,4,5,12,0,6,0,0,48,3,4,0,6,9,0,0,4,0,26,0,0,0,0,4,4,0,0,0,7,0,4,0,3,0,0,0,5,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,4,4,3,3,0,0,4,26,96,350,240,1096,515,769,207,448,63,3781,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,8,3,4,0,28,0,3,0,15,8,4,6,3,0,38
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,14,4,32,0,0,4,0,0,4,0,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,0,14,3,22,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,11,0,20,0,51,0,0,0,8,0,13,0,5,0,24,0,0,0,6,0,0,0,6,0,12,0,0,0,9,0,0,0,0,0,8,0,0,0,6,0,4,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,52,0,33,0,29,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26170,0,0,0,0,0,3,0,6,5,16,6,3,8,73,12,128,0,85,13,321,4,0,3,26,6,58,0,25,3,125,0,0,3,10,0,14,0,9,0,41,0,0,3,11,0,4,0,5,0,27,3,0,10,10,0,0,0,3,0,30,0,0,5,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,14,21,7,32,144,23,221,5,139,18,604,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,7,3,0,0,0,0,0,5
LGA26260,0,0,0,0,0,0,0,3,0,12,4,0,5,33,7,75,0,36,5,167,5,0,4,12,0,19,0,10,0,46,0,0,0,0,0,6,0,11,0,19,0,0,3,0,3,0,0,8,0,17,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,18,64,12,110,0,79,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,3,0,11
LGA26350,0,3,0,18,7,24,0,8,4,63,13,45,15,294,39,669,11,312,11,1410,12,59,27,324,76,572,13,149,9,1243,7,47,19,259,86,410,9,102,11,950,18,29,43,235,74,369,17,104,8,898,17,51,52,217,77,308,14,83,8,823,21,32,45,142,41,154,13,48,6,505,7,24,45,49,23,57,4,29,5,246,10,19,14,33,14,28,0,8,0,119,3,10,3,5,7,8,0,5,0,37,0,0,0,3,0,5,0,0,0,20,0,0,0,3,0,0,0,0,0,10,0,7,0,0,0,0,0,3,0,17,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,13,5,3,0,17,4,8,0,3,9,45,118,324,259,1598,473,2625,79,857,69,6407,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,16,0,9,0,33,3,0,4,19,5,30,0,12,0,70
LGA26430,0,0,0,0,0,4,0,0,0,5,0,0,3,15,5,39,0,21,4,83,4,0,0,6,5,9,0,12,0,37,0,0,0,9,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,35,14,49,0,42,9,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,3,0,9,0,8,0,20,5,0,9,124,4,185,8,130,9,479,0,7,4,68,0,71,3,44,0,201,0,4,5,42,6,30,5,22,0,117,0,0,5,41,4,23,6,15,0,103,0,0,3,44,0,25,0,17,0,99,0,9,9,26,0,8,3,5,0,62,0,4,10,10,4,4,0,3,0,23,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,8,23,48,371,27,355,20,253,10,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,4,6,0,3,0,5,0,16
LGA26610,0,0,0,0,0,0,0,3,0,9,0,3,5,29,4,84,0,36,3,162,3,0,4,16,4,49,7,23,0,99,0,3,0,5,0,11,0,9,0,34,0,0,0,9,5,7,0,3,0,29,0,0,3,3,3,3,0,4,0,16,0,0,0,0,4,0,0,0,0,8,0,0,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,27,68,14,158,13,86,7,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,3,0,3,0,4,0,10
LGA26670,0,0,0,0,0,3,0,0,0,4,0,0,0,11,0,23,0,20,0,51,0,0,0,0,0,9,0,7,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,30,0,26,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,10,0,3,0,10,0,18,3,0,13,82,9,168,0,134,7,418,0,0,8,20,0,52,3,49,0,137,0,0,3,9,5,17,0,3,0,36,0,0,0,3,0,3,0,9,0,20,0,0,5,9,0,4,0,0,0,29,0,0,0,6,4,0,0,8,0,25,0,0,0,5,0,0,0,8,0,17,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,11,16,33,156,20,247,12,212,12,719,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,3,5,0,3,0,3,0,17
LGA26730,0,0,0,5,0,8,0,0,0,15,0,4,14,55,5,295,11,164,7,555,0,3,3,45,5,129,5,81,5,271,0,0,3,16,6,32,0,24,0,93,0,0,5,16,5,19,0,5,0,58,4,6,7,27,8,9,0,7,0,68,0,3,11,22,0,5,0,0,0,40,3,0,0,4,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,23,55,202,41,494,17,276,19,1135,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,3,0,17,0,0,0,6,3,3,0,8,0,19
LGA26810,0,0,0,3,0,0,0,9,0,17,4,5,12,76,3,209,4,115,8,436,3,0,3,30,4,68,0,37,0,148,6,0,0,18,0,21,0,5,0,39,0,0,9,13,0,6,0,4,0,43,0,0,8,18,6,3,0,3,0,46,0,0,7,6,0,4,0,0,0,24,6,4,8,7,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,6,0,6,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,22,31,44,180,17,326,11,173,11,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,6,0,7,0,4,0,19
LGA26890,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,3,12,5,22,6,26,0,18,0,86,11,146,31,386,67,731,36,418,15,1843,19,122,29,240,72,492,27,217,12,1233,15,79,21,183,78,216,37,89,8,733,14,64,23,114,60,167,29,63,10,562,17,65,32,122,62,146,30,67,3,552,9,32,30,68,47,62,9,34,7,308,10,31,22,53,30,29,13,17,4,204,5,16,11,37,14,12,0,8,3,115,6,11,0,8,5,3,3,5,0,41,0,4,0,4,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,0,9,16,43,126,597,218,1253,457,1898,182,945,79,5751,0,3,0,0,0,0,0,5,0,13,3,3,0,11,0,12,3,6,0,41,0,6,3,20,9,21,5,10,0,81
LGA27070,0,4,3,17,5,36,4,20,7,95,9,45,11,239,49,899,19,378,25,1682,19,32,22,181,51,673,23,242,4,1260,14,14,13,114,31,244,26,96,9,560,12,17,33,89,40,186,24,89,13,501,19,28,36,88,38,140,34,74,5,465,18,19,37,59,30,87,30,42,6,333,9,14,32,38,26,37,19,45,3,220,4,8,24,17,13,13,3,10,0,95,3,9,7,9,7,0,3,4,0,29,0,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,16,0,5,7,43,116,204,229,856,288,2347,181,1014,81,5311,0,0,3,4,0,0,0,0,0,8,0,4,6,4,6,22,0,6,0,36,0,0,11,20,4,43,0,15,0,108
LGA27170,0,0,0,0,0,10,0,5,0,20,0,7,3,62,13,228,4,134,5,454,0,0,6,42,8,109,0,56,0,217,0,0,0,17,4,28,0,10,0,63,0,0,0,21,6,8,6,6,0,57,0,5,11,12,12,16,0,10,0,72,0,0,11,24,3,9,3,3,0,62,0,7,51,42,4,3,0,0,0,113,0,10,65,19,0,0,7,4,0,106,0,5,9,9,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,10,30,176,253,42,424,26,237,14,1199,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,13,0,0,5,4,0,7,4,4,3,20
