POW_LGA_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,234,176,133,113,93,143,246,19,1516,7,11,9,0,0,8,3,22,0,69,3,0,3,0,0,0,10,4,0,17,0,0,0,0,0,0,0,3,0,6,0,3,4,0,0,0,0,0,0,12,22,4,3,0,0,0,4,4,3,31,89,35,33,23,28,28,13,36,3,281,489,290,219,158,147,128,173,314,24,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,13,1471,1775,1697,1319,1027,923,848,1552,137,10751,35,51,98,79,31,203,31,208,12,745,20,0,12,0,0,0,48,16,0,103,53,5,10,0,0,5,6,25,0,101,15,19,24,14,15,13,11,40,0,146,25,5,11,5,5,6,8,9,3,66,237,109,74,83,58,72,20,103,10,754,1848,1961,1923,1503,1137,1231,970,1956,164,12699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21450,5,17,31,11,11,26,4,42,0,147,0,5,11,17,0,15,6,14,0,66,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,9,0,11,0,4,16,8,0,59,2246,2396,3926,2505,1630,1728,1641,2388,304,18757,85,55,248,185,70,465,57,573,37,1761,30,0,66,0,11,3,113,65,6,294,15,4,6,0,3,3,11,0,4,40,3,5,7,6,0,8,10,11,0,66,16,17,19,11,18,6,20,13,6,133,114,42,88,76,32,80,29,107,16,589,2519,2549,4399,2823,1780,2338,1899,3234,386,21927,0,8,5,18,0,5,0,6,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,10,0,23,0,0,0,0,0,0,0,9,0,14,0,0,7,0,0,0,0,0,0,10,5,18,18,16,3,13,6,27,3,101
LGA21610,15,53,66,52,28,39,30,87,9,374,8,20,54,96,16,155,32,153,9,543,3,0,0,0,0,3,0,0,0,13,0,0,5,0,0,0,0,0,0,3,22,21,25,36,20,35,85,47,5,279,5487,8506,8305,6870,4570,5155,3971,5285,844,49004,234,216,437,588,186,1235,198,1247,94,4431,73,5,127,0,51,18,323,127,20,735,14,15,27,11,7,13,16,15,5,118,11,12,27,13,11,15,6,29,10,134,38,60,58,38,74,39,71,48,21,450,76,91,94,208,65,165,24,132,17,876,5989,8994,9220,7906,5030,6875,4756,7177,1022,56954,9,25,26,46,13,35,8,62,9,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,3,5,0,8,0,48,0,5,0,3,3,3,0,7,0,29,5,3,5,6,5,0,8,5,0,36,15,48,40,56,20,45,15,77,16,335
LGA21670,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,10,352,462,445,463,278,274,222,437,44,2972,3,22,31,29,10,53,10,74,4,237,11,0,5,0,0,4,14,3,0,28,0,0,3,0,0,0,0,4,0,10,5,0,9,4,3,0,4,4,0,27,4,0,0,0,0,0,5,5,0,13,35,29,32,32,12,37,12,21,11,217,407,512,524,528,309,374,258,552,56,3519,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA21750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,19,0,28,848,871,1033,873,558,469,611,1283,89,6632,38,35,62,45,14,103,16,249,11,572,9,0,6,0,0,0,25,3,0,45,13,0,5,0,0,0,4,6,0,33,4,12,7,6,9,4,10,18,0,66,34,3,0,9,0,6,3,9,3,62,173,40,60,70,34,63,28,112,12,587,1126,967,1179,1000,614,647,690,1707,109,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,653,638,488,327,271,437,702,50,4295,27,20,29,21,4,60,14,68,8,263,16,0,10,0,0,0,37,4,0,68,76,0,4,0,0,0,0,7,0,88,0,3,0,3,4,3,5,15,0,38,37,0,3,0,3,0,5,15,0,67,256,36,48,28,31,43,26,81,0,538,1138,707,740,550,366,380,532,890,74,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21890,32,94,104,125,47,58,24,97,14,598,18,63,61,123,29,125,40,118,11,587,0,6,0,0,0,0,0,5,0,10,9,50,28,81,22,42,11,45,6,306,8,9,10,29,16,11,15,16,0,115,3572,4537,4528,4133,2800,2607,2286,2133,445,27041,99,120,163,271,108,418,99,356,25,1659,34,0,46,0,11,8,52,29,3,188,10,10,25,18,14,8,31,28,10,150,65,239,88,163,43,55,42,75,12,776,25,50,28,25,23,25,17,17,17,224,140,241,111,288,81,163,45,143,18,1228,4017,5421,5189,5259,3202,3517,2663,3051,563,32880,11,31,43,58,26,33,26,55,4,274,0,0,0,0,0,0,0,0,0,0,0,11,14,16,3,0,0,14,0,64,3,8,13,16,5,0,6,0,0,62,0,4,3,16,3,0,0,5,0,26,4,8,6,9,6,5,0,9,0,44,16,64,77,107,47,42,33,84,5,477
LGA22110,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,8,5,7,0,33,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,6,0,19,1407,1831,1664,1686,1208,1002,811,1579,178,11354,62,60,109,106,27,196,16,234,20,816,17,0,19,0,3,5,54,17,0,109,19,7,15,0,3,0,0,3,0,49,9,16,18,7,4,12,0,24,3,91,29,7,14,10,13,6,13,17,4,120,176,92,67,89,52,65,28,94,7,668,1723,2019,1907,1902,1308,1288,931,1976,215,13275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA22170,9,18,29,21,17,27,10,31,9,167,6,15,39,70,27,99,20,115,12,405,0,0,0,0,0,0,0,4,8,20,0,0,0,0,0,0,0,0,0,0,6,8,7,24,0,22,12,24,3,105,3660,6415,5541,4447,3529,2785,1992,3065,483,31921,122,137,285,249,121,583,104,585,45,2231,41,5,61,0,9,4,109,49,5,289,11,13,19,7,4,7,22,11,0,101,15,34,32,24,11,16,17,29,3,189,20,37,15,17,17,17,8,14,17,160,70,126,57,105,60,123,25,115,16,699,3960,6812,6087,4974,3807,3686,2313,4042,602,36287,4,13,13,20,4,17,12,36,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,6,0,0,4,0,27,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,9,5,25,23,19,11,25,10,38,6,164
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,355,390,252,265,193,200,349,31,2482,11,10,17,16,6,23,3,42,0,132,4,0,6,0,0,0,16,5,0,27,27,0,0,0,0,0,0,7,0,35,6,4,5,0,3,6,0,6,0,31,15,0,0,0,0,0,3,0,0,29,120,41,15,24,21,15,3,22,6,271,625,404,440,295,296,242,227,432,39,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,43,156,137,242,76,92,14,113,20,902,7,19,17,56,21,40,9,40,7,211,0,4,0,0,0,0,0,0,0,8,10,51,16,92,20,28,4,32,4,252,0,13,5,21,3,7,7,10,0,73,2223,4526,2967,3141,1911,1311,535,1236,272,18112,71,154,118,242,92,253,19,240,21,1205,16,3,28,0,6,0,18,9,0,92,10,16,19,9,9,3,19,9,3,90,23,86,37,51,18,26,12,35,3,286,28,56,31,22,16,13,9,11,11,196,105,275,101,343,124,206,16,147,8,1322,2529,5363,3484,4218,2290,1977,658,1879,354,22751,7,24,28,73,17,27,3,33,0,211,0,0,0,0,0,0,0,0,0,0,9,40,12,58,16,15,0,19,0,171,7,14,5,11,8,3,5,5,4,70,0,0,0,6,4,4,0,9,0,27,0,10,3,8,0,8,0,0,0,28,23,96,44,152,53,51,9,65,3,508
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,672,773,853,694,496,361,692,760,97,5393,25,21,45,34,14,81,20,108,11,357,17,3,14,0,0,0,22,5,0,58,20,0,3,0,3,0,0,11,0,32,3,7,8,0,0,0,0,4,0,36,13,0,6,4,0,0,0,0,0,28,107,54,27,39,17,35,10,48,8,335,848,866,956,775,526,481,753,933,117,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,388,485,336,174,139,195,436,40,2585,20,6,36,22,7,32,8,55,7,190,8,0,20,0,0,0,32,16,0,78,4,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,4,0,3,0,15,68,10,26,10,9,18,6,25,3,174,500,410,566,361,191,191,249,537,47,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22620,3,11,4,9,0,0,0,8,0,44,13,23,38,54,16,97,17,75,4,338,0,0,0,3,0,6,4,0,4,13,0,0,0,0,0,0,0,0,0,3,3,6,13,12,7,6,7,18,3,66,3483,6830,5206,4669,3611,2735,2483,3674,415,33100,113,232,278,291,154,602,117,663,35,2471,24,4,64,0,5,6,117,39,0,256,11,18,35,13,3,19,22,24,0,143,36,114,41,27,22,24,7,43,5,322,30,17,17,19,9,10,16,13,10,135,173,335,137,152,120,134,44,131,14,1246,3875,7594,5833,5248,3969,3627,2827,4682,486,38139,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,10,8,14,0,9,0,0,4,3,0,35
LGA22670,26,106,98,97,97,60,82,165,31,757,34,55,102,92,62,126,149,244,31,897,3,0,0,0,6,3,3,9,0,23,0,0,6,0,0,0,4,8,0,16,14,17,30,22,21,21,99,70,10,306,10522,9834,13227,4786,9759,5003,14460,9323,1654,78571,321,270,574,307,440,629,773,1415,127,4864,53,4,126,5,52,25,369,109,12,761,27,21,75,14,29,20,94,31,12,328,20,28,44,17,20,17,47,38,9,235,47,57,86,35,105,42,76,51,22,516,46,75,75,130,58,135,19,126,16,686,11111,10475,14441,5504,10646,6099,16169,11590,1924,87950,21,77,60,61,50,56,96,119,13,548,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,3,0,27,6,12,22,7,20,11,19,12,8,119,0,11,3,11,8,4,8,11,0,61,0,12,8,3,4,0,15,7,6,54,36,122,96,82,87,74,131,154,16,804
LGA22750,12,65,42,51,29,25,8,33,3,274,39,94,97,190,84,203,39,229,24,998,0,3,3,3,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,5,10,27,23,48,10,32,43,93,8,291,7633,14188,12266,10600,6989,6117,5555,7029,1023,71407,240,384,675,727,267,1250,244,1177,59,5036,39,4,149,0,20,4,137,68,6,430,26,50,74,33,11,13,27,36,6,272,58,258,103,82,43,50,56,109,13,775,58,58,53,23,44,16,34,37,17,338,277,632,200,354,208,318,70,283,27,2377,8396,15774,13690,12103,7702,8037,6215,9100,1200,82217,6,19,11,18,7,7,5,9,0,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,7,23,8,6,4,5,0,0,0,57,0,3,0,6,3,3,0,6,0,16,8,13,3,0,0,0,0,0,0,32,18,52,26,32,15,16,5,26,9,193
LGA22830,0,6,0,0,0,0,0,0,0,8,0,3,3,4,5,17,0,18,3,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,12,0,7,0,12,7,15,0,56,2658,3885,3267,2627,2462,1673,1667,2766,320,21330,114,137,174,139,86,429,65,551,38,1730,25,0,24,0,4,3,77,31,3,168,32,3,5,12,0,10,3,12,0,89,14,34,39,14,12,13,20,46,3,198,35,10,16,6,7,5,14,8,9,112,210,207,87,79,75,69,35,130,26,915,3098,4299,3623,2893,2661,2237,1895,3587,402,24690,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,4,0,15
LGA22910,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,435,422,483,440,247,249,114,385,23,2803,16,7,34,39,12,38,4,53,0,198,8,0,10,0,0,0,20,3,0,43,0,0,0,0,3,0,0,0,0,3,0,4,0,4,0,0,0,3,0,19,10,3,4,0,5,0,0,0,0,33,100,31,27,18,17,19,9,39,4,267,580,478,563,508,281,308,140,493,28,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,203,164,141,98,63,151,242,21,1335,10,6,11,5,0,8,4,30,4,72,5,0,0,0,0,0,7,0,0,13,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,6,4,0,12,13,0,0,0,0,0,0,5,0,18,67,37,14,30,9,17,12,39,3,223,349,248,183,178,121,93,176,322,24,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,17,65,87,82,23,38,31,142,9,499,8,9,10,41,20,51,30,48,7,225,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,12,0,8,8,4,4,6,23,12,6,82,2755,2651,4260,2116,2096,1387,3985,2464,463,22184,68,72,172,186,92,274,205,347,24,1432,26,0,39,0,14,4,104,25,0,213,4,9,19,3,9,3,17,21,4,87,18,53,44,31,14,30,14,33,3,247,16,18,29,10,28,10,9,13,5,130,53,72,52,132,49,82,13,70,4,531,2967,2963,4709,2610,2336,1889,4440,3182,538,25637,4,18,28,34,12,18,21,48,5,200,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,4,0,5,0,37,5,7,21,5,3,3,0,12,0,56,0,4,6,4,4,3,0,7,0,30,0,0,8,9,3,0,3,6,0,38,12,44,63,52,30,35,36,80,8,356
LGA23190,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5,0,13,887,1196,1046,846,736,604,460,635,67,6482,34,32,64,42,24,108,21,115,10,449,4,0,4,0,0,0,17,5,0,30,5,0,4,0,0,0,3,11,0,24,5,21,23,18,4,9,9,12,0,99,16,3,8,7,0,7,4,8,5,49,66,89,40,40,31,33,9,50,9,371,1021,1351,1190,965,801,759,528,832,92,7538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23270,19,74,82,54,33,52,43,134,13,508,23,26,58,93,26,104,88,194,18,622,7,0,8,6,0,5,4,5,0,20,0,7,3,5,0,3,0,15,6,41,21,30,17,25,17,15,105,72,11,312,8214,7725,12589,6765,8667,4848,11278,8298,1575,69961,223,225,599,401,334,966,464,1255,112,4583,70,3,143,0,123,12,423,104,21,910,23,26,48,15,27,11,44,23,3,226,23,44,42,14,16,11,27,41,5,213,44,65,81,40,103,26,91,48,21,517,47,61,92,144,53,110,42,112,15,670,8710,8291,13774,7559,9403,6155,12599,10298,1800,78585,17,39,36,35,18,32,34,91,3,314,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,11,0,29,3,15,11,6,6,5,6,18,0,76,3,3,9,6,3,5,5,18,0,51,5,7,6,0,3,0,7,13,0,45,22,75,65,58,39,41,53,152,12,518
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,426,464,442,233,173,261,569,38,3070,16,14,25,27,5,37,4,52,3,181,12,0,7,0,0,0,16,0,0,37,6,0,0,0,0,0,0,0,0,13,5,6,8,0,0,4,3,6,0,32,19,0,0,0,0,0,3,0,0,29,110,38,45,46,12,35,5,38,3,332,638,480,548,524,258,241,299,670,47,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23430,40,90,121,153,62,105,53,125,23,765,18,48,60,95,47,103,76,154,17,621,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,4,0,15,11,16,14,22,13,15,29,55,3,184,7909,6623,9699,4455,5653,4300,5847,5763,951,51188,216,170,357,355,217,642,328,856,62,3205,43,3,93,0,14,15,145,59,11,382,28,28,51,21,28,10,41,22,6,224,43,75,65,47,32,40,45,68,6,412,31,46,42,25,35,26,37,40,14,295,116,139,108,251,104,241,45,153,9,1175,8463,7227,10611,5422,6206,5496,6646,7304,1093,58466,14,50,48,84,34,57,61,114,0,471,0,0,0,0,0,0,0,0,0,0,3,10,6,14,0,4,5,3,0,48,8,10,30,13,4,7,4,11,6,85,0,4,9,9,0,14,4,12,0,51,4,5,3,9,4,0,17,4,0,51,33,76,92,118,52,84,88,146,8,709
LGA23670,12,30,43,24,25,29,11,41,13,211,20,39,52,77,33,112,71,125,11,538,0,0,3,0,0,0,0,0,11,14,0,5,0,4,0,4,0,6,0,14,14,13,6,14,10,11,20,21,3,102,6233,6510,8245,4118,5127,3417,4690,4662,802,43813,159,160,354,301,188,669,239,700,66,2822,33,0,76,0,17,4,129,56,14,341,21,12,30,3,4,13,24,19,4,123,23,35,56,20,17,17,30,35,3,234,29,37,51,16,52,21,26,23,17,271,44,83,67,100,47,106,33,109,7,592,6588,6914,8994,4679,5535,4395,5267,5782,946,49090,5,29,20,26,20,26,35,42,3,208,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,9,4,22,0,0,0,0,4,5,47,0,0,4,0,0,4,0,3,0,14,0,4,0,0,5,0,9,0,0,15,19,40,44,28,23,32,48,56,7,294
