POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA22250,0,0,0,4,3,3,4,31,0,46,0,4,0,0,0,0,0,7,0,16,3,0,0,0,5,6,5,17,0,37,0,4,3,6,0,8,0,20,5,45,5,4,7,5,5,7,0,27,0,73,6,7,13,4,6,11,4,20,0,76,6,3,15,6,3,19,4,33,3,94,0,4,9,6,13,25,6,48,0,103,3,0,7,0,12,23,4,50,0,108,0,0,0,5,7,17,5,35,0,82,0,5,4,0,5,19,10,20,0,64,0,0,0,4,4,12,3,21,0,45,4,8,0,0,6,26,9,34,0,90,0,0,0,0,4,0,0,5,0,14,0,0,0,0,3,9,0,27,0,44,0,0,0,0,0,8,0,10,0,23,26,53,72,47,81,196,65,408,15,965,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3
LGA22310,4,15,9,4,7,16,0,19,0,81,3,15,0,0,0,5,3,4,0,33,5,22,10,3,4,5,4,11,4,66,4,29,26,7,9,13,3,16,0,109,8,37,26,14,10,16,7,15,0,114,11,61,45,14,16,19,3,23,5,191,11,41,51,31,31,28,19,21,5,238,10,41,78,43,88,77,16,29,5,385,16,44,70,38,130,120,20,59,3,512,13,23,42,41,125,136,27,46,0,462,13,18,33,40,109,142,40,89,5,495,12,14,16,22,107,132,40,88,7,439,34,23,32,54,179,300,79,297,3,992,0,12,10,7,28,88,30,115,6,308,6,19,26,22,55,183,79,305,0,697,0,8,10,0,5,7,0,9,12,51,149,411,479,347,897,1294,381,1156,49,5161,8,16,5,0,0,13,3,3,3,62,17,135,7,3,5,4,0,0,6,169,23,179,14,8,0,8,0,3,0,230
LGA22410,0,3,4,3,0,5,0,22,0,35,0,0,5,0,0,4,0,5,0,15,0,6,7,4,9,3,0,13,0,43,6,10,9,0,0,4,0,13,0,34,0,13,10,8,9,16,4,19,4,70,3,17,13,4,6,20,4,26,0,99,0,0,18,5,10,33,3,34,0,112,4,8,14,14,16,20,3,47,4,134,4,10,15,10,33,41,8,45,4,170,0,4,9,6,19,36,14,48,0,139,4,8,9,10,13,31,6,55,0,145,7,4,3,4,7,23,10,37,0,98,8,7,7,4,19,37,21,87,0,181,0,0,3,0,0,14,3,22,0,51,4,0,7,0,5,19,5,38,0,72,0,0,0,0,0,6,0,12,9,39,45,108,119,75,146,302,90,506,27,1422,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,12
LGA22490,0,5,0,4,0,11,0,5,0,32,3,3,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,8,4,16,0,9,0,0,3,5,0,6,0,26,3,5,8,5,7,3,0,10,0,45,0,8,8,5,3,5,3,15,0,60,5,13,13,11,9,11,3,22,0,84,0,0,9,3,3,26,3,29,0,93,0,9,7,8,24,26,7,36,4,123,0,5,0,4,11,21,6,30,0,80,4,0,4,0,6,23,8,23,0,76,0,4,0,0,9,15,3,24,0,52,5,0,6,8,14,24,10,45,0,114,0,0,4,6,5,8,8,13,0,39,0,9,0,4,3,3,4,18,0,38,0,5,3,0,0,4,0,4,0,16,25,75,61,55,103,205,63,292,14,886,4,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,15
LGA22620,5,5,6,6,0,9,7,16,0,49,0,9,3,3,0,0,0,5,0,30,4,16,6,7,3,10,3,8,4,59,4,24,14,3,5,4,0,18,0,79,6,30,20,11,8,15,5,23,3,119,8,40,44,23,20,25,3,28,3,205,13,32,59,22,58,48,9,55,0,307,13,35,71,64,158,118,22,66,6,557,30,31,61,44,195,182,49,110,10,722,18,24,29,42,127,163,48,111,3,571,14,13,26,33,166,169,78,123,9,635,18,16,11,24,146,148,62,125,3,545,41,14,17,35,192,287,174,349,6,1122,13,4,6,4,30,81,36,110,3,292,16,9,9,14,24,82,45,211,0,408,5,3,0,0,4,4,9,10,4,38,197,316,392,337,1150,1350,552,1376,59,5736,6,5,0,6,0,0,0,0,0,22,4,34,5,0,0,0,0,0,0,47,6,72,13,0,0,7,0,0,0,102
LGA22670,0,11,7,6,12,17,6,23,0,87,6,20,6,4,3,6,0,14,0,52,6,36,14,5,4,13,0,6,0,79,10,45,32,5,13,13,4,22,0,143,5,51,48,11,12,18,9,28,0,182,16,42,92,38,37,38,10,28,3,306,26,65,105,57,124,86,18,51,6,539,28,77,109,91,286,220,47,92,8,948,51,63,80,89,454,463,121,157,11,1478,26,30,49,66,425,465,154,205,8,1442,47,31,44,74,481,551,182,338,6,1741,27,26,39,54,350,495,189,327,0,1514,50,44,51,57,681,1055,495,1080,12,3526,15,14,11,21,122,293,137,360,0,966,26,40,38,37,168,384,219,908,11,1831,0,4,5,0,16,22,3,41,21,118,333,606,726,601,3180,4132,1592,3673,107,14947,9,9,5,5,8,7,0,5,3,47,13,87,4,3,0,8,0,0,0,117,16,152,20,7,0,0,0,0,0,199
LGA22750,7,13,9,4,9,16,5,23,0,86,11,22,7,3,0,3,3,18,0,63,12,64,14,3,4,22,0,16,0,134,11,73,29,13,12,10,3,16,0,171,11,75,50,21,16,30,3,33,7,233,20,100,100,41,34,43,18,37,8,404,36,90,147,88,96,86,9,64,5,622,35,66,136,128,273,186,37,90,10,960,52,75,139,133,424,406,71,203,9,1510,50,63,85,86,352,392,122,219,5,1364,37,52,65,87,304,414,127,252,11,1350,32,17,34,53,264,331,124,247,7,1123,105,54,58,97,582,860,382,767,14,2922,22,11,17,19,86,205,107,285,3,769,28,47,36,32,99,269,137,618,7,1271,9,3,4,0,14,14,5,24,27,101,475,829,933,810,2557,3283,1159,2913,110,13065,29,18,15,3,6,6,0,11,3,83,13,112,11,3,7,7,0,3,0,156,28,186,22,12,4,5,0,0,0,263
LGA22830,9,17,13,4,8,7,5,34,5,96,0,12,3,0,0,3,0,8,3,34,3,13,12,3,5,5,7,16,0,70,4,19,18,5,7,14,6,26,4,102,3,19,23,13,11,19,4,45,4,127,12,22,34,23,17,23,8,41,9,177,15,32,31,33,43,56,13,75,5,304,16,27,45,23,106,94,21,70,0,409,13,29,29,26,118,135,32,127,10,519,16,14,14,20,100,128,47,113,9,460,12,12,12,12,87,109,48,124,0,424,12,11,11,10,75,97,34,105,0,357,23,9,9,10,100,177,98,261,3,694,6,0,5,8,17,26,24,75,3,151,9,15,6,9,12,65,30,137,0,274,0,5,3,3,6,4,3,18,9,59,149,249,271,201,707,954,377,1288,66,4268,4,3,0,0,0,0,0,7,0,15,0,17,0,0,0,5,0,0,0,19,6,26,5,3,5,8,0,0,0,47
LGA22910,0,4,3,3,0,7,0,10,0,27,3,6,0,0,0,3,0,3,0,18,0,8,9,6,3,0,4,3,0,39,0,9,11,3,3,3,0,17,0,49,4,3,8,4,5,0,0,11,0,42,7,18,11,7,7,13,0,19,0,89,5,11,8,13,12,14,12,19,0,89,11,14,11,7,14,27,3,17,5,113,4,16,12,11,22,34,17,31,0,148,5,4,8,4,15,19,4,28,0,93,3,7,6,11,13,15,6,17,0,82,0,3,3,3,3,10,3,23,0,52,5,4,7,7,9,29,12,34,0,104,0,0,0,0,7,5,3,9,0,22,5,6,0,3,7,9,6,33,0,61,0,0,0,0,0,5,0,3,0,16,44,121,98,88,119,195,78,293,12,1048,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,24
LGA22980,0,0,0,0,0,5,0,9,0,15,0,4,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,3,3,13,0,3,0,0,0,0,0,9,0,18,0,5,0,3,0,3,0,5,0,13,5,3,6,4,4,8,0,7,0,39,0,3,12,3,5,9,0,13,0,43,0,0,6,5,6,11,5,33,0,70,4,10,0,5,0,19,5,28,5,83,0,0,0,0,3,23,3,27,0,57,0,4,4,0,6,13,4,26,0,61,4,3,0,0,0,3,0,14,0,31,0,3,0,0,5,18,9,24,0,61,0,0,0,0,0,3,6,6,0,14,3,9,0,0,0,9,3,10,0,34,0,0,6,0,0,0,0,0,0,10,17,48,37,27,46,121,40,228,9,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
LGA23110,4,4,0,0,3,8,6,11,0,26,0,6,4,0,0,0,0,4,0,14,3,9,3,4,0,0,0,0,0,21,6,11,17,5,5,0,3,7,0,59,7,17,12,0,5,4,0,11,0,61,9,23,22,16,3,10,5,19,4,109,7,20,37,32,22,31,6,24,0,178,10,18,31,34,87,70,8,31,3,305,18,21,22,32,110,122,18,50,3,405,17,12,19,25,112,142,35,57,6,416,20,19,20,26,118,135,29,110,0,476,9,9,12,17,78,129,48,104,7,411,26,12,30,24,178,274,125,328,6,1003,7,0,8,5,46,105,45,146,4,359,6,14,17,13,50,143,89,342,7,674,3,0,0,4,6,6,0,5,6,37,145,201,252,243,816,1180,412,1256,45,4553,0,0,3,0,6,8,0,0,0,22,4,42,4,0,0,0,0,0,0,59,7,45,7,5,5,6,0,4,0,70
LGA23190,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,3,0,5,0,12,0,10,5,0,3,3,0,5,0,27,0,11,0,6,6,7,0,11,0,41,0,3,6,0,6,4,4,13,0,32,0,12,15,8,6,11,3,12,0,74,4,4,14,12,19,21,4,24,0,95,9,6,15,15,29,28,11,40,0,145,7,7,10,13,49,56,9,49,0,207,0,4,5,17,33,42,17,55,0,184,5,7,9,14,26,56,18,54,0,183,6,0,6,5,31,37,4,34,0,119,10,3,6,4,36,63,31,64,5,226,0,0,3,0,5,11,4,18,0,49,4,7,6,0,6,17,13,53,0,98,0,0,0,0,6,0,0,9,5,27,50,91,104,94,241,360,123,431,18,1519,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,12
LGA23270,6,22,6,5,7,12,4,13,0,70,0,16,6,0,0,0,0,7,3,36,11,31,11,5,9,6,0,10,3,87,7,37,28,3,3,12,0,13,4,106,12,51,42,23,10,20,3,20,4,190,18,50,89,40,52,38,8,35,0,321,29,57,70,66,99,68,20,55,9,479,34,59,97,80,254,196,35,81,11,854,41,63,84,88,422,368,79,152,17,1312,27,35,60,55,409,380,115,199,13,1292,29,23,50,60,414,467,142,272,22,1480,27,16,30,33,311,372,122,253,10,1171,73,27,39,59,540,861,342,840,14,2790,20,8,10,17,99,187,116,326,4,782,24,23,22,27,93,249,165,657,7,1275,0,3,4,8,20,17,3,25,26,116,352,518,654,561,2743,3267,1158,2962,138,12355,12,15,7,4,6,4,4,4,4,57,12,78,4,0,4,3,0,0,0,104,21,107,16,0,0,0,0,0,3,157
LGA23350,3,0,3,0,0,3,0,16,0,28,0,3,0,0,0,3,0,9,0,16,0,6,5,5,0,4,0,3,0,25,8,11,14,7,3,6,0,10,0,53,0,7,4,8,7,8,3,18,0,55,4,8,13,4,0,14,0,26,3,78,9,14,17,12,8,18,4,26,0,94,5,11,5,7,8,28,5,24,0,101,0,8,19,9,20,30,11,36,4,136,3,6,3,5,19,24,5,46,0,113,0,0,3,3,13,22,9,26,0,82,0,7,6,4,9,20,11,18,0,73,0,4,5,4,16,33,11,52,0,133,5,4,0,0,3,4,7,22,0,44,0,4,3,4,3,7,7,20,0,45,0,0,0,0,0,0,0,3,0,9,44,101,101,66,118,217,81,366,13,1101,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,6,5,6,4,0,0,0,0,0,0,15
LGA23430,10,18,10,12,11,12,4,28,3,101,7,13,11,6,4,3,3,3,0,43,5,39,14,5,7,3,0,11,4,94,10,45,30,8,10,12,0,17,4,133,19,40,41,16,16,24,3,17,0,179,25,72,87,38,28,38,13,37,3,339,35,72,112,84,98,77,17,65,3,569,35,69,128,91,232,200,32,71,14,866,35,66,112,93,409,369,96,119,7,1315,32,54,68,90,400,396,90,165,9,1298,27,32,58,68,361,437,146,226,4,1356,18,28,41,54,244,378,130,247,6,1144,45,50,47,90,460,844,332,766,6,2637,11,19,17,17,100,234,119,295,3,807,22,36,29,42,133,402,178,806,6,1659,0,10,5,5,15,12,3,21,19,94,346,660,811,706,2527,3450,1167,2891,96,12646,12,10,3,0,10,4,0,7,3,52,15,100,11,5,0,3,0,0,0,136,9,125,11,3,11,5,0,0,3,166
LGA23670,7,4,11,7,3,16,6,18,0,67,3,27,7,0,3,4,3,7,0,54,5,37,15,5,0,9,3,12,0,87,12,39,25,11,9,21,0,15,3,130,9,40,44,9,13,24,3,25,0,162,21,40,63,35,27,32,5,34,0,258,20,62,73,45,79,60,17,45,0,391,25,44,94,67,194,161,22,85,9,700,43,48,78,78,307,279,60,119,9,1023,28,31,57,61,267,337,103,131,3,1021,24,17,38,59,294,359,118,206,12,1124,10,19,22,32,231,314,107,192,8,934,37,33,44,62,452,755,308,646,3,2341,10,9,7,19,91,210,104,272,0,729,17,21,25,29,111,306,158,649,4,1319,0,0,7,6,15,17,0,17,12,79,268,472,594,533,2099,2896,1022,2472,69,10423,10,16,8,0,9,11,5,6,0,61,12,93,6,3,0,9,0,0,6,129,16,118,15,12,0,6,0,4,5,179
LGA23810,5,3,0,3,4,8,5,13,0,27,7,7,0,0,0,0,0,5,5,27,0,11,5,8,0,9,0,9,0,38,4,16,16,8,7,5,0,10,0,61,0,17,21,0,0,9,0,10,0,63,3,20,37,10,14,12,7,20,4,125,9,22,35,20,29,26,5,28,0,187,8,17,27,26,82,61,11,40,7,277,21,21,21,28,97,106,21,51,0,364,13,11,9,16,84,94,30,64,0,318,14,9,10,16,77,89,37,69,0,328,7,11,8,6,56,82,25,86,0,282,21,11,6,11,120,210,100,186,3,665,11,4,4,4,22,48,21,77,0,191,16,8,8,3,41,54,35,129,0,298,0,0,0,0,4,3,0,4,6,30,138,183,219,161,640,820,310,799,30,3299,4,0,0,3,0,0,3,4,0,18,7,14,4,0,0,0,0,4,0,32,0,30,8,0,5,0,0,3,0,48
LGA23940,0,9,6,0,0,4,0,24,6,47,0,0,10,0,0,4,0,5,0,19,0,5,3,3,0,5,0,16,0,27,3,11,3,3,0,4,0,15,0,43,0,0,10,0,0,7,4,13,4,38,3,6,4,8,8,10,0,34,0,81,0,5,3,7,6,13,6,40,0,91,4,7,10,14,8,22,10,61,4,132,0,6,8,10,14,23,13,67,3,136,0,3,3,4,8,21,6,34,0,84,3,4,8,6,7,16,0,35,0,81,0,3,3,0,0,12,3,39,0,65,4,0,4,7,7,10,12,43,4,87,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,3,3,8,0,17,3,0,3,0,0,4,0,16,8,28,30,64,68,58,66,154,56,473,24,998,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,4,4,0,0,0,3,7,15,0,36,0,8,0,3,0,3,0,6,0,31,4,12,3,0,0,5,0,10,0,41,3,12,9,6,0,6,3,7,0,49,4,16,11,7,4,13,0,14,4,75,3,25,28,8,5,8,0,31,4,112,4,20,31,10,19,18,3,28,5,136,0,15,31,27,32,41,5,26,0,181,9,21,16,31,67,62,18,53,5,270,3,13,13,18,33,52,13,49,5,205,6,9,10,12,46,58,17,50,4,213,8,3,10,3,31,30,16,51,0,158,5,13,11,12,36,97,32,100,5,309,0,8,0,5,10,20,14,47,0,108,3,8,6,6,11,34,20,75,4,165,0,0,4,0,3,0,0,0,0,13,69,185,192,153,294,463,148,563,30,2094,0,5,0,0,0,0,0,0,0,8,7,13,3,0,3,0,0,4,0,26,0,38,9,4,0,4,0,4,0,61
LGA24210,3,10,3,4,5,16,0,8,0,50,0,26,5,3,0,5,0,4,0,52,5,28,8,3,5,4,0,3,0,58,7,39,19,11,5,11,0,6,0,106,8,21,33,14,3,10,0,14,0,100,17,39,59,23,15,20,3,16,0,204,17,25,57,38,36,33,3,25,0,244,20,44,52,48,89,60,12,17,0,347,31,23,68,44,144,107,25,35,4,482,16,29,30,35,93,96,33,60,0,393,8,18,20,26,84,106,35,60,3,347,6,14,10,21,56,69,31,59,0,263,16,20,16,32,118,201,65,182,0,659,9,8,10,12,27,71,26,86,0,233,5,16,20,16,46,102,54,237,5,495,0,3,3,4,3,6,0,6,4,32,176,385,423,333,731,914,282,808,33,4081,5,15,6,0,3,8,0,3,3,44,9,111,12,0,3,4,0,0,0,129,10,115,16,7,9,4,0,4,0,156
LGA24250,0,4,3,0,0,0,0,5,0,16,0,6,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,5,0,12,0,10,0,0,4,0,0,3,4,22,5,5,6,0,0,0,0,8,0,21,4,15,7,9,0,6,4,11,0,53,0,8,10,3,0,13,0,7,0,43,0,3,7,16,8,16,3,16,4,84,4,8,18,12,11,22,14,33,0,115,5,9,3,3,15,18,11,16,3,75,0,7,6,5,11,12,10,16,3,67,0,3,3,0,6,8,8,13,0,45,0,4,3,4,0,18,6,36,0,76,0,0,3,0,5,0,0,3,0,17,0,0,0,0,0,5,3,21,0,37,0,3,0,0,0,0,0,0,0,8,26,77,83,56,61,118,59,205,12,699,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,7
LGA24330,3,6,5,4,0,3,0,12,4,31,5,7,0,0,3,4,0,0,0,18,0,21,5,3,0,3,0,0,0,42,5,20,17,7,6,11,4,10,0,73,9,28,19,3,4,17,4,13,0,106,11,44,46,18,15,15,4,20,0,162,18,29,57,31,42,30,5,21,3,240,21,36,63,55,152,75,17,34,0,462,36,44,63,45,211,156,32,68,0,657,29,15,35,48,156,146,26,67,5,518,12,14,33,44,150,149,50,95,3,545,16,15,23,27,119,154,45,93,0,497,20,23,22,27,249,331,124,294,3,1090,5,4,10,11,52,80,45,121,5,322,13,8,5,12,43,131,72,288,8,582,0,4,0,3,0,0,3,9,8,36,202,322,405,345,1211,1295,434,1139,40,5395,13,7,8,0,6,0,0,4,0,37,14,75,3,3,0,6,0,3,0,103,6,80,10,0,6,3,0,0,0,108
LGA24410,0,8,10,5,7,9,0,13,0,50,3,25,0,3,5,0,0,0,0,39,9,22,8,5,0,5,0,4,0,53,11,30,8,6,0,7,0,7,0,75,8,33,28,11,11,9,3,21,0,128,4,33,59,20,24,26,4,27,0,198,9,26,62,39,47,44,9,32,0,274,15,31,48,47,120,80,21,39,4,402,14,27,68,53,174,181,41,92,5,655,20,14,30,38,163,206,48,89,8,613,18,18,28,34,139,189,71,137,4,640,14,10,20,22,105,155,53,105,9,491,25,22,28,30,175,304,143,370,5,1099,4,0,9,15,29,77,56,134,4,326,14,14,13,16,46,121,58,256,0,538,0,0,0,0,4,8,3,13,11,40,173,320,422,345,1061,1401,517,1343,40,5617,12,8,4,0,0,4,0,9,0,36,8,59,8,3,7,7,3,0,0,90,5,90,11,4,0,8,0,0,0,126
LGA24600,38,28,33,21,24,41,7,49,17,250,28,44,5,4,4,6,0,11,5,111,37,73,15,10,7,14,3,15,3,183,36,107,75,24,24,20,4,20,8,310,43,118,98,16,16,34,6,21,8,368,86,166,226,66,43,55,9,29,4,690,126,215,293,157,141,121,20,61,22,1151,136,230,428,249,597,353,60,115,40,2200,234,307,537,402,1424,964,172,270,52,4361,237,209,459,430,1712,1394,248,376,31,5086,257,195,420,488,2061,2001,460,631,40,6556,305,140,277,480,2131,2343,601,833,33,7149,917,284,494,1058,6354,9312,2846,4396,58,25719,301,116,137,297,1891,4017,1409,2691,36,10904,565,266,244,344,2149,7084,3289,10916,67,24925,12,18,20,10,48,89,31,92,59,380,3347,2515,3759,4047,18627,27852,9165,20524,484,90322,81,81,34,19,41,64,17,40,29,394,77,361,28,13,16,29,3,14,13,558,97,632,61,14,27,34,5,18,17,907
LGA24650,3,4,7,0,6,3,0,9,4,42,3,7,6,0,0,3,0,5,0,20,4,18,3,9,3,4,0,6,6,46,4,17,10,9,3,9,0,3,0,55,4,14,16,12,10,11,0,3,3,70,3,27,60,9,15,21,4,16,0,156,9,19,40,21,37,33,6,23,9,200,14,25,40,37,95,67,16,36,0,340,19,35,35,34,120,123,25,56,10,458,8,21,13,17,113,128,30,70,5,418,8,9,11,10,85,126,35,84,0,370,3,6,11,17,67,100,36,63,4,304,14,11,13,10,107,205,80,240,7,680,4,0,7,0,25,33,24,83,4,179,3,4,6,4,22,70,26,146,0,286,0,4,0,0,5,5,0,8,12,32,103,218,285,189,711,945,302,855,54,3655,0,4,6,4,3,0,0,6,0,22,7,48,0,0,0,4,0,0,0,62,13,63,12,0,5,0,0,0,0,92
LGA24780,5,7,4,3,0,0,3,36,0,63,3,11,0,0,0,6,0,0,0,27,5,23,7,3,0,5,0,20,0,61,5,12,7,7,8,10,4,24,4,78,6,17,8,11,12,10,0,35,10,112,12,26,21,23,20,28,5,62,0,192,5,25,32,25,38,45,8,64,4,247,6,25,30,23,81,68,22,81,4,345,7,19,44,27,125,104,43,106,8,482,10,11,14,17,67,91,31,96,8,347,7,9,8,12,74,96,28,109,4,352,12,3,3,8,60,79,18,89,0,274,7,11,8,7,99,125,54,171,3,488,3,3,5,0,6,37,18,58,0,134,13,3,3,3,18,40,23,96,3,203,0,0,7,4,13,8,0,19,11,56,109,203,200,182,618,760,265,1061,61,3449,0,5,0,0,0,0,0,0,0,6,5,13,5,0,0,0,0,0,0,19,6,26,0,0,0,4,0,0,0,35
LGA24850,0,3,8,4,0,3,0,12,0,33,0,3,0,0,0,0,4,0,0,15,0,12,8,0,3,0,0,10,0,31,5,22,9,3,0,6,0,3,3,48,0,8,8,9,0,6,0,8,0,36,7,18,18,11,3,10,6,20,0,88,3,12,22,10,23,7,11,13,0,101,3,11,19,12,39,30,11,20,0,141,3,11,20,8,38,54,14,43,4,202,5,6,6,12,37,38,21,33,0,156,4,3,10,11,25,49,27,42,3,171,4,3,3,11,21,55,19,48,0,170,21,4,3,3,41,89,42,108,0,322,0,0,0,0,8,12,3,31,0,65,0,4,7,0,3,23,6,46,0,88,0,0,6,0,3,4,0,0,5,18,65,120,144,94,255,397,159,437,21,1696,0,0,0,0,0,3,0,0,0,7,0,12,0,0,0,0,0,0,0,16,4,16,5,4,0,0,0,0,0,33
