POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,6,55,29,14,24,16,0,11,5,157,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,3,0,0,0,17,0,0,0,5,3,14,0,6,0,30,4,0,0,0,7,12,8,3,0,42,0,0,0,0,6,8,10,9,0,37,0,0,0,0,3,7,0,8,0,15,3,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,11,11,9,6,26,46,22,43,0,184,0,9,0,0,0,0,0,0,0,6
LGA21370,0,0,5,0,0,0,0,0,3,9,112,531,269,118,264,160,38,61,32,1582,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,7,0,10,3,0,0,0,0,0,0,16,0,11,8,0,0,0,0,4,0,29,0,6,4,0,0,0,0,0,0,19,0,18,18,9,3,5,4,3,0,63,8,12,9,11,22,22,5,3,0,82,8,6,9,13,50,39,9,19,0,162,12,7,14,11,46,76,37,51,6,253,11,0,6,4,24,48,25,48,0,153,4,0,3,6,16,34,27,45,0,130,8,0,0,0,7,20,20,26,4,75,0,0,0,0,4,6,10,30,0,54,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,3,0,3,3,19,53,79,76,54,176,255,130,235,19,1083,5,8,0,0,0,0,0,0,0,17
LGA21450,0,6,0,0,8,0,4,0,11,32,188,1314,566,242,472,289,82,130,37,3322,0,0,0,0,0,0,0,3,0,13,3,22,4,0,0,0,0,0,0,30,3,23,7,0,0,0,0,0,0,30,3,23,10,6,6,4,0,0,0,47,0,14,29,5,4,8,0,0,0,72,8,19,37,13,19,15,3,8,0,120,4,25,37,32,51,28,11,14,4,210,15,15,24,19,100,106,15,26,11,342,7,16,21,25,106,157,50,85,6,473,14,4,11,10,47,88,43,79,4,286,6,3,7,10,27,61,25,93,0,226,0,0,3,4,7,20,16,61,0,110,5,0,0,0,13,19,9,52,0,100,0,0,0,0,0,3,3,9,0,25,3,0,0,0,0,8,5,8,0,21,0,0,0,0,5,5,3,5,7,22,83,178,199,117,384,510,181,444,44,2137,7,12,4,0,0,4,0,3,0,35
LGA21610,6,34,16,3,8,6,0,0,17,99,739,3995,1809,712,1428,821,220,365,120,10208,0,3,4,0,0,3,0,0,5,19,0,58,6,0,3,0,0,0,0,74,10,89,13,0,4,5,0,0,0,123,9,81,45,11,3,8,0,5,0,168,11,74,80,14,17,21,3,0,3,226,18,72,139,30,54,30,5,20,8,381,22,62,94,90,176,97,20,26,16,612,22,47,115,98,385,270,52,86,32,1112,28,49,81,49,289,314,110,152,7,1087,21,20,21,27,102,192,74,144,15,613,9,9,9,9,49,121,41,131,10,393,4,6,5,13,10,36,27,92,4,191,11,4,4,6,24,41,17,68,3,170,4,0,0,0,3,4,6,8,0,32,0,5,0,0,0,7,5,18,0,33,0,3,5,3,15,10,6,0,16,56,168,596,623,370,1133,1157,367,755,131,5293,9,50,13,0,3,10,0,0,4,91
LGA21670,0,3,0,0,0,3,0,0,0,7,28,171,92,36,62,45,14,12,5,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,8,0,5,5,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,11,7,4,6,8,17,0,0,5,0,42,3,5,10,9,20,9,0,0,0,53,3,0,0,0,19,16,8,10,0,62,0,0,0,0,5,7,8,16,3,51,0,0,0,0,3,3,0,8,0,20,0,0,0,0,0,0,0,4,0,7,3,0,0,0,5,5,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,24,26,23,63,53,19,57,9,288,0,3,0,0,0,0,0,0,0,6
LGA21750,0,0,0,0,0,0,0,0,0,10,64,346,137,79,120,73,14,29,19,880,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,7,0,5,6,0,0,4,0,0,0,12,0,5,5,0,0,0,0,6,0,18,3,10,10,4,0,0,0,0,0,32,0,4,4,3,14,7,6,6,3,49,7,7,11,6,55,41,9,6,3,142,6,4,3,10,45,47,31,47,0,185,4,4,0,5,23,43,15,49,5,138,3,0,0,0,10,18,13,37,0,89,0,0,0,0,5,3,4,27,0,45,0,0,0,0,0,5,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,15,38,53,41,25,160,165,81,197,18,766,5,10,0,0,0,3,0,3,0,22
LGA21830,0,7,0,3,0,0,0,0,0,11,24,169,68,44,64,44,12,28,10,466,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,0,4,4,0,0,0,4,0,11,0,3,0,4,0,0,0,0,0,6,0,4,8,0,0,0,0,0,0,11,0,4,10,0,3,0,0,0,0,22,0,7,10,4,5,6,4,5,7,43,5,4,9,3,14,32,7,8,0,91,14,0,3,6,15,58,18,20,0,129,4,4,4,0,10,27,11,34,0,92,0,0,0,0,3,15,9,35,0,73,7,0,0,0,5,12,13,16,0,45,0,0,0,0,0,11,10,17,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,13,32,38,50,16,62,165,72,139,16,593,3,8,0,0,0,0,0,4,0,15
LGA21890,4,12,5,5,8,4,0,3,13,51,449,1894,898,393,790,589,142,227,62,5453,0,3,0,0,0,3,0,0,0,9,4,21,4,3,0,0,0,0,0,33,5,38,6,0,0,0,0,0,5,59,3,49,23,6,0,0,3,4,0,85,14,35,53,5,5,3,0,6,5,117,10,62,104,24,30,5,0,4,6,249,12,32,76,56,111,71,7,12,16,390,21,39,61,61,303,183,29,20,13,736,19,23,38,27,193,167,41,44,6,557,7,9,14,14,74,113,35,46,7,319,3,7,3,3,30,67,21,39,6,188,5,0,10,6,20,42,17,22,0,127,14,4,5,6,15,37,35,38,0,146,0,0,3,0,0,3,0,0,0,15,0,4,4,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,6,14,124,336,407,215,782,705,198,235,65,3060,9,20,7,4,3,0,0,0,0,42
LGA22110,4,0,4,0,0,0,0,0,4,20,101,545,299,157,242,174,40,68,32,1657,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,9,0,15,8,0,0,0,6,0,0,26,6,11,7,4,4,0,0,0,0,32,5,13,26,6,9,9,0,5,3,63,0,17,26,14,25,12,8,6,3,113,6,8,16,16,61,60,14,27,4,215,9,5,3,16,45,65,31,53,0,221,5,0,0,3,30,35,22,38,0,145,3,0,0,0,11,25,5,55,0,97,3,0,0,5,6,4,5,28,0,57,5,0,0,0,6,0,11,10,0,36,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,4,12,55,86,100,63,197,220,93,220,27,1053,4,4,0,7,4,0,0,3,0,19
LGA22170,7,12,5,7,3,4,3,0,5,55,422,2019,938,424,775,539,138,190,57,5499,3,3,0,0,5,0,0,0,0,15,5,26,3,0,0,0,0,0,0,42,6,39,0,4,0,0,0,0,0,50,0,35,21,3,0,0,0,4,0,66,9,29,25,9,9,0,0,0,0,86,8,31,45,13,13,5,0,8,4,131,18,19,50,36,102,41,5,18,6,300,17,32,46,53,248,138,22,23,13,599,10,16,12,26,166,160,54,68,6,512,3,4,5,10,76,91,30,55,7,300,8,3,9,10,24,63,36,56,3,209,5,3,0,0,10,22,6,63,0,110,8,0,4,0,15,35,16,68,0,141,0,0,0,0,3,0,8,9,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,11,7,28,103,246,225,173,682,574,175,372,50,2599,8,16,3,0,0,3,0,8,4,38
LGA22250,0,0,0,0,0,0,0,0,0,4,13,82,52,20,51,32,10,22,4,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,6,0,20,7,0,3,5,3,7,0,3,0,18,0,3,5,3,17,13,3,3,0,51,0,5,3,0,7,28,8,10,3,59,0,0,0,5,3,9,6,7,0,34,0,0,0,0,4,4,0,9,0,17,0,0,0,0,0,5,4,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,10,19,20,15,36,76,19,48,9,252,0,9,0,0,0,0,0,0,0,7
LGA22310,5,9,0,4,0,0,0,0,8,23,181,1197,593,215,440,402,125,222,23,3407,0,0,0,0,0,0,0,0,0,9,3,21,3,0,0,0,0,0,0,29,4,23,8,0,0,0,0,0,0,36,3,19,5,0,0,0,0,0,0,33,4,25,12,4,0,0,0,0,0,46,0,21,24,11,3,3,0,0,0,80,7,16,19,18,10,10,0,5,0,88,5,8,21,19,37,33,0,8,3,134,5,15,24,10,21,23,4,10,0,113,0,3,6,8,10,22,3,10,0,63,3,3,3,0,6,32,3,7,0,59,5,0,0,0,4,28,5,5,0,48,0,5,0,3,3,18,6,10,0,45,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,39,154,134,78,99,176,34,50,24,783,0,13,4,0,0,0,0,0,0,22
LGA22410,0,0,0,3,0,0,0,0,0,3,37,252,109,49,83,56,16,22,4,628,4,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,10,0,10,4,0,5,0,0,0,0,14,3,4,12,0,0,0,0,5,0,23,5,0,5,3,8,9,0,4,0,45,3,11,4,7,16,28,0,16,3,90,7,7,5,6,24,48,17,35,0,142,7,0,4,0,22,40,12,45,6,135,6,3,3,5,9,28,9,35,0,103,5,0,3,0,7,11,10,34,0,79,15,0,4,0,23,84,24,46,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,0,0,3,13,62,61,51,24,128,264,80,214,22,891,0,3,0,0,0,0,0,3,0,4
LGA22490,0,0,0,0,0,0,0,0,0,0,10,121,44,25,31,27,3,8,7,278,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,7,5,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,17,0,5,3,0,8,4,0,0,0,19,3,8,3,6,3,10,5,3,0,35,4,3,4,0,11,19,3,14,0,62,0,3,0,0,3,6,11,9,0,41,0,0,0,0,4,0,0,13,0,29,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,35,24,13,37,56,24,73,9,281,6,9,0,0,0,0,0,0,0,9
LGA22620,6,11,4,0,8,4,0,0,11,43,349,1796,824,369,758,477,105,194,64,4957,0,0,0,0,0,3,0,0,0,10,8,35,0,0,0,0,0,0,0,42,7,33,9,0,0,0,0,0,0,49,3,37,8,6,6,3,0,0,0,75,5,31,19,11,3,9,0,4,0,86,6,43,59,8,17,8,0,15,3,169,14,24,48,40,96,44,8,12,7,293,16,27,38,44,209,143,22,50,7,563,25,6,12,31,172,192,81,115,12,638,21,9,3,14,67,97,47,116,8,377,16,12,0,5,39,65,36,146,9,325,10,3,6,4,18,25,15,109,10,192,26,3,3,4,18,51,27,153,8,285,0,0,0,0,0,9,7,26,0,44,5,0,0,4,5,4,5,16,0,34,9,0,0,5,0,3,3,5,4,34,165,272,213,180,649,660,255,758,61,3204,10,15,10,0,0,0,0,0,0,37
LGA22670,0,14,12,4,12,6,0,0,26,73,385,1967,1151,555,1784,1535,384,521,131,8420,10,8,12,0,14,8,3,5,0,55,9,65,10,0,5,0,0,0,0,95,16,85,27,7,5,9,0,6,0,152,15,152,59,14,17,12,3,0,5,279,9,136,154,24,37,18,4,3,8,393,39,151,292,105,104,64,9,16,9,781,52,134,302,230,643,293,34,46,34,1767,86,176,312,334,1962,1128,208,150,53,4415,85,131,211,256,1672,1333,419,368,32,4518,52,65,65,78,619,672,268,404,24,2247,20,25,28,42,237,314,181,344,27,1221,17,10,9,15,106,148,98,275,9,690,19,5,13,9,65,150,82,280,5,632,6,6,0,0,7,16,22,19,0,72,0,3,3,0,13,8,7,29,0,65,5,7,8,4,30,20,8,15,42,142,447,1145,1522,1121,5535,4206,1337,1969,248,17525,13,43,18,7,12,10,0,4,4,111
LGA22750,7,27,10,5,6,5,3,0,23,86,880,4286,1846,798,1541,1097,269,421,114,11253,4,3,4,0,0,0,0,10,3,24,14,55,0,5,0,0,0,0,3,76,8,102,20,0,6,4,0,3,0,144,19,109,49,9,3,10,3,3,0,196,16,110,69,13,10,7,0,3,9,244,27,112,138,54,45,28,5,13,7,431,39,83,139,93,190,120,21,34,15,740,45,73,131,116,490,400,67,53,20,1388,39,32,75,88,370,527,151,189,15,1497,21,20,23,33,164,265,119,170,14,826,25,11,7,12,64,155,66,193,0,539,12,6,7,8,32,60,35,156,4,322,16,6,7,6,42,78,51,139,4,352,9,0,0,0,4,22,8,31,0,68,0,0,0,3,5,16,12,23,0,58,5,5,9,0,17,13,3,9,10,72,295,745,682,437,1447,1700,539,1020,110,6976,16,32,5,6,0,4,0,4,0,68
LGA22830,0,8,0,4,0,0,0,6,5,36,190,984,424,223,459,296,78,115,46,2817,0,0,0,0,0,0,0,4,0,5,0,10,0,0,0,3,0,0,4,16,4,11,3,0,0,0,0,0,0,16,0,7,7,5,0,4,0,0,6,28,3,17,14,0,5,0,0,0,0,53,7,27,30,7,9,8,0,3,4,106,16,27,29,17,66,21,6,13,9,203,19,21,27,19,151,163,25,33,10,461,21,12,20,20,113,153,63,95,16,498,14,6,7,9,57,91,43,82,5,303,12,0,6,7,21,48,34,58,3,175,11,0,6,0,14,18,14,41,0,104,3,0,3,0,8,14,4,41,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,20,0,0,0,0,0,5,4,0,10,19,109,149,146,85,450,525,196,386,62,2097,8,22,8,0,0,0,0,5,3,43
LGA22910,0,0,0,0,0,0,0,0,0,3,34,142,73,35,62,38,12,19,7,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,0,0,9,8,0,4,0,0,0,20,0,3,7,5,9,6,0,8,0,39,3,0,0,0,7,15,3,3,0,34,0,0,5,0,5,6,6,6,0,22,0,0,0,0,5,0,0,7,0,15,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,27,20,25,35,11,24,4,163,3,5,0,0,0,0,0,0,0,8
LGA22980,0,0,0,0,0,0,0,0,0,0,7,28,6,12,20,18,5,6,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,9,0,0,4,3,4,3,0,0,0,16,0,0,5,0,14,8,0,4,0,30,0,0,0,4,21,14,0,3,0,51,0,0,0,0,3,6,0,6,0,17,0,0,0,0,7,0,3,3,0,21,0,0,0,0,4,0,0,0,0,10,0,0,3,0,10,9,0,3,0,26,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,9,10,15,15,62,40,9,42,4,198,0,0,0,0,3,0,0,0,0,9
LGA23110,0,11,0,0,3,3,0,0,4,29,214,955,465,205,428,386,80,133,27,2895,0,3,0,0,4,3,0,4,0,17,0,20,0,0,4,0,0,0,0,28,11,47,3,3,0,6,0,0,0,72,4,39,20,0,0,3,0,0,0,76,6,37,35,3,8,9,0,0,4,89,8,52,67,30,32,22,0,4,4,225,22,31,83,58,154,63,8,14,13,436,21,49,85,89,380,238,42,45,19,962,34,39,52,55,354,326,97,111,14,1085,19,11,22,27,157,187,69,137,11,642,10,3,13,8,99,115,51,124,6,431,15,4,0,9,53,60,41,116,6,300,16,4,11,12,56,82,77,171,9,433,3,0,0,3,4,13,15,30,0,74,0,4,0,0,9,7,0,22,0,39,4,3,3,0,0,7,4,9,10,36,168,341,404,309,1309,1135,404,791,91,4940,0,7,6,0,0,0,0,0,5,25
LGA23190,4,4,0,0,0,0,0,0,0,9,66,285,153,81,190,110,34,32,7,952,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,14,0,9,3,0,0,0,0,0,0,14,0,14,8,4,5,0,0,0,0,30,0,8,18,3,10,4,0,0,7,49,4,3,9,8,41,25,4,8,0,101,4,0,0,7,34,42,13,27,3,132,0,0,0,3,17,22,12,20,0,76,7,5,3,0,9,9,11,31,0,69,0,0,0,0,4,9,0,11,0,35,3,0,0,3,5,3,0,14,0,33,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,13,55,49,31,131,117,44,123,21,588,0,4,0,0,0,0,0,0,0,6
LGA23270,9,26,11,10,10,6,0,0,18,87,666,2815,1515,614,1453,1033,236,358,117,8804,12,15,3,3,9,5,6,3,6,65,8,39,14,4,0,3,0,0,0,78,19,123,34,6,5,4,0,0,0,200,26,167,69,10,16,9,5,0,10,318,25,150,138,33,10,27,4,5,8,402,42,183,313,90,81,47,11,23,23,802,56,172,329,181,425,209,31,43,30,1472,108,187,281,301,1096,695,126,123,59,2976,91,115,164,168,1028,959,265,315,51,3151,50,50,58,64,419,530,226,382,29,1808,34,29,35,24,215,332,134,316,17,1134,16,20,8,8,95,144,67,220,8,593,25,12,13,15,75,120,101,222,7,586,5,3,0,0,8,17,13,37,0,90,4,8,0,4,7,24,7,47,0,97,9,6,7,8,14,14,18,5,37,107,512,1285,1480,931,3507,3148,989,1741,295,13888,22,41,10,10,7,4,0,3,11,110
LGA23350,0,0,0,0,0,0,0,0,0,0,40,148,64,35,45,25,12,6,3,368,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,10,0,0,4,4,0,0,0,0,0,17,3,7,10,5,7,4,0,0,0,29,4,5,11,4,3,9,3,5,0,39,5,0,7,7,16,28,0,12,0,80,6,0,0,0,14,17,9,6,0,53,8,0,0,0,6,15,5,8,0,51,0,0,0,0,4,10,0,17,0,26,0,0,0,0,0,6,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,19,40,26,52,91,28,60,9,352,0,5,0,0,0,0,0,3,0,14
LGA23430,7,19,10,0,6,3,0,4,16,63,663,2886,1335,551,1427,1105,284,374,72,8698,0,12,5,3,6,0,0,9,0,34,5,55,8,0,0,4,0,0,0,77,11,100,19,4,7,0,0,0,0,131,8,75,37,11,7,9,0,5,6,155,13,82,94,17,10,7,0,3,3,229,11,101,174,36,57,26,6,9,6,421,28,73,150,131,335,140,16,27,14,902,38,93,133,133,835,426,58,57,20,1790,31,40,78,68,620,540,124,129,23,1652,20,20,24,41,263,316,89,155,4,932,8,7,4,12,108,174,68,126,0,515,4,0,9,3,34,49,33,67,4,193,4,9,6,4,32,30,25,62,0,170,0,0,0,0,9,3,4,7,0,28,0,3,0,0,6,3,0,15,0,31,0,4,6,0,11,18,4,0,11,50,186,673,737,467,2332,1745,421,663,100,7323,9,20,6,3,8,0,4,0,9,55
LGA23670,0,11,11,0,4,6,6,5,8,51,391,2376,994,401,1076,903,257,328,59,6795,4,8,0,4,4,0,0,8,0,32,3,46,3,6,0,0,0,0,0,53,7,82,13,3,0,0,0,0,0,113,17,66,45,3,4,4,0,0,0,143,12,64,43,5,3,3,0,0,4,132,14,57,112,53,47,21,3,5,6,318,21,62,100,104,242,87,11,18,10,651,39,36,83,109,665,308,54,36,15,1347,28,39,45,64,515,449,101,100,18,1352,13,17,20,29,209,238,72,100,9,705,18,3,8,13,95,163,51,93,4,448,9,6,7,3,41,66,39,70,3,243,7,3,0,3,22,51,17,74,0,172,0,0,0,0,4,6,0,5,0,18,0,3,0,4,4,3,0,8,0,21,0,4,0,0,4,20,0,6,21,53,179,505,480,398,1858,1431,360,510,87,5807,7,19,5,3,0,4,0,4,4,40
