POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,16,4,4,4,0,0,4,0,0,0,23,5,7,0,5,3,0,0,0,0,25,6,8,5,4,4,0,0,0,0,26,16,24,0,0,3,0,0,0,0,49,9,37,3,3,4,3,0,8,0,68,3,44,0,3,0,0,0,0,0,60,9,36,0,0,4,0,0,0,0,51,16,25,0,5,0,0,0,0,0,51,14,62,0,6,0,0,0,0,4,82,8,0,0,0,0,0,0,0,0,12,5,8,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,4,106,262,13,30,31,7,5,15,4,478,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,0,0,6,0,0,0,0,14
LGA21370,9,3,0,0,0,0,0,0,0,12,4,6,0,3,0,0,0,4,0,13,9,10,4,4,5,5,0,10,0,43,19,19,3,8,11,3,0,4,3,60,8,19,0,14,3,4,7,6,0,63,16,43,5,15,16,13,4,13,0,125,26,90,15,40,17,11,4,18,0,201,36,142,17,23,21,14,4,25,3,282,50,253,19,24,28,3,0,22,0,404,41,317,8,20,24,9,0,12,0,433,56,331,11,31,10,7,0,5,0,453,37,244,6,14,8,0,0,5,0,319,136,314,3,36,17,5,0,3,3,520,32,46,0,5,4,0,0,0,0,88,55,75,0,0,0,0,0,0,0,140,6,5,0,0,0,0,0,0,0,15,531,1904,85,252,163,77,19,116,13,3167,11,0,0,3,0,0,0,0,0,17,6,0,0,4,5,0,0,0,0,16,11,4,0,7,11,6,0,0,0,36
LGA21450,19,20,0,4,6,3,0,0,3,54,7,11,3,7,4,8,3,6,0,49,8,36,6,34,19,20,0,18,0,148,26,52,7,33,15,23,7,17,0,180,17,53,21,59,36,37,9,26,5,262,22,93,17,88,48,42,29,35,0,371,49,174,31,132,41,42,19,48,5,544,74,265,49,165,73,42,22,63,6,750,90,432,73,129,106,30,48,62,7,974,79,648,41,39,53,29,29,23,13,961,84,599,32,36,44,15,11,3,6,834,73,430,14,33,23,14,8,8,10,605,218,662,26,69,40,8,0,0,8,1033,74,78,9,0,6,8,0,3,0,182,108,167,8,0,12,6,0,0,5,308,6,20,0,4,3,0,0,0,4,44,955,3744,330,835,535,316,183,323,71,7296,9,0,0,9,4,0,0,5,0,35,4,3,6,16,11,4,0,7,0,57,10,12,9,49,16,7,4,12,3,115
LGA21610,30,35,9,11,19,10,4,5,3,128,12,64,10,24,21,25,6,23,4,177,27,95,20,71,43,74,17,47,9,398,44,127,30,128,78,114,28,62,10,623,58,186,44,173,105,139,55,80,11,861,88,356,77,291,131,154,75,111,18,1294,121,524,122,493,188,183,87,141,22,1889,182,865,196,557,291,199,153,182,40,2663,312,1511,198,412,332,136,137,139,38,3205,235,2080,133,182,242,76,62,50,42,3100,282,2160,87,147,168,62,51,22,27,3009,226,1633,49,87,86,37,8,13,15,2170,613,2295,57,143,143,59,12,13,20,3359,215,343,4,10,16,18,0,9,5,631,302,592,12,12,27,20,4,0,10,978,13,66,5,18,12,12,6,0,35,162,2759,12933,1063,2766,1907,1310,705,902,306,24650,11,5,4,15,13,10,0,4,4,61,7,16,17,36,17,19,4,18,3,136,8,31,21,87,38,55,15,32,3,286
LGA21670,0,0,0,4,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,12,3,5,4,7,0,0,0,7,0,26,0,20,0,8,0,0,0,3,0,39,7,22,7,17,4,3,0,6,0,62,10,41,4,3,9,6,0,10,0,84,6,76,0,15,12,0,0,6,4,121,10,61,4,7,3,0,0,5,0,86,14,95,0,6,6,0,0,0,0,118,8,64,0,10,0,0,0,0,0,82,26,87,0,15,3,0,0,0,0,136,10,13,0,0,0,0,0,0,0,20,13,25,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,111,524,17,88,50,21,7,29,7,848,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9
LGA21750,10,0,0,0,0,0,0,0,0,12,3,4,0,0,0,3,3,0,0,17,7,11,0,7,3,0,0,7,0,44,6,11,0,4,0,3,0,12,0,36,10,19,0,12,12,5,3,9,0,66,11,43,0,19,16,7,5,11,0,107,30,53,9,28,12,9,4,11,0,157,31,68,15,31,17,11,4,29,0,205,31,134,14,27,33,7,11,49,0,307,28,151,4,18,24,5,0,17,0,245,35,147,3,11,13,0,0,6,3,221,20,102,7,3,12,4,0,3,0,147,82,169,0,27,18,5,0,3,3,302,28,27,5,3,0,0,0,0,0,70,34,45,4,5,3,0,0,0,0,87,0,8,0,0,0,0,0,0,0,12,367,992,73,191,153,62,27,149,21,2028,10,0,0,0,0,0,0,0,0,13,4,0,3,0,6,3,0,0,0,12,6,0,0,12,8,0,0,3,0,30
LGA21830,10,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,16,6,0,0,5,4,6,0,0,0,26,6,9,0,0,3,3,0,5,0,26,6,19,7,3,4,0,0,0,0,42,12,17,0,8,3,5,0,6,0,68,13,37,5,12,3,6,0,6,3,83,32,46,13,15,10,3,0,8,0,125,36,93,5,7,22,4,0,16,0,182,34,114,4,9,7,0,0,9,0,180,38,129,3,3,5,3,3,3,0,193,28,82,5,3,0,0,0,4,0,123,60,111,9,5,3,3,0,0,0,202,22,13,0,3,0,0,0,4,0,43,36,31,6,0,0,0,0,0,0,72,3,3,0,0,0,0,0,0,0,8,344,720,52,85,74,25,15,68,13,1396,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,4,6,3,5,6,0,0,4,0,0,29
LGA21890,22,35,0,3,3,3,0,0,3,82,13,83,8,18,16,26,0,6,3,182,24,141,22,76,43,65,8,17,4,399,35,175,26,123,53,75,26,34,8,568,42,207,34,143,68,98,49,74,8,720,90,361,105,251,119,148,83,105,19,1278,122,511,121,308,175,161,76,117,18,1603,191,748,177,371,274,132,149,132,33,2215,289,1226,203,361,367,134,108,103,29,2821,264,1523,138,230,281,71,36,37,35,2613,310,1661,108,197,211,48,30,27,24,2626,303,1388,60,123,130,34,13,6,13,2074,795,2108,76,179,157,69,27,9,37,3448,263,386,10,18,32,20,5,0,4,736,486,567,8,9,43,22,5,4,11,1151,22,74,7,8,17,10,0,0,16,147,3284,11207,1098,2420,1983,1111,602,691,263,22665,8,5,5,6,5,3,0,3,6,41,3,11,6,8,9,10,4,8,0,54,9,19,15,32,19,34,4,19,4,150
LGA22110,9,3,0,0,4,0,0,0,0,24,7,5,0,0,0,0,0,9,0,26,11,20,0,6,13,4,0,11,0,57,12,18,3,10,14,8,4,8,0,77,20,19,6,24,12,5,0,9,3,101,23,61,3,42,26,9,0,14,0,172,30,91,5,53,22,12,0,18,3,239,36,140,12,51,37,12,9,25,6,320,45,256,13,39,33,14,4,20,7,436,46,318,17,24,21,3,0,9,8,447,60,326,11,35,35,6,0,4,3,478,46,268,9,30,19,0,0,0,8,384,147,325,7,39,22,3,0,4,4,545,42,46,0,5,0,0,0,0,0,94,47,86,0,5,0,0,0,0,0,147,8,16,0,0,0,0,0,0,0,26,605,2005,88,363,250,78,29,113,43,3564,8,0,0,0,0,0,0,0,0,14,4,5,0,7,0,0,0,0,0,14,9,9,3,11,5,6,0,9,0,44
LGA22170,13,20,0,5,7,4,0,0,9,58,6,30,5,20,13,9,0,9,0,92,11,54,9,32,30,33,5,15,7,186,32,78,11,54,37,52,9,21,0,295,28,91,20,80,32,49,4,32,8,339,47,207,30,124,77,65,17,40,11,619,69,337,56,188,103,78,31,73,14,951,105,634,80,254,146,103,50,92,20,1474,155,1085,91,242,226,64,49,59,19,1982,147,1361,68,155,149,35,23,16,11,1961,177,1576,31,88,106,27,14,9,19,2046,173,1184,30,64,68,23,7,8,14,1559,471,1628,46,105,73,25,13,6,13,2378,154,223,3,12,12,11,0,0,4,425,262,565,3,5,26,7,0,0,6,889,7,43,0,5,3,4,0,0,9,79,1855,9129,487,1425,1115,572,229,383,143,15332,12,3,0,7,14,0,0,6,5,45,7,13,4,24,6,4,0,9,3,66,12,17,11,33,21,34,0,14,3,147
LGA22250,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,5,0,0,3,0,0,4,0,15,4,7,0,3,3,0,0,0,0,10,5,11,0,4,3,0,0,0,0,26,14,20,3,8,0,0,0,0,0,40,14,25,5,10,12,4,0,0,0,63,12,42,7,7,0,0,0,6,0,83,8,69,0,4,6,0,0,0,0,88,12,62,0,0,4,0,0,0,0,81,7,50,0,0,0,0,0,0,0,61,37,48,0,0,4,0,0,0,0,93,3,7,0,0,0,0,0,0,0,16,12,21,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,10,138,358,17,33,48,9,3,15,4,628,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7
LGA22310,37,42,8,10,20,8,0,0,8,134,15,72,12,30,24,9,4,15,3,178,24,138,11,91,47,47,3,27,6,385,49,143,30,106,66,51,11,29,10,492,46,178,36,141,79,62,16,56,9,622,73,309,54,246,104,102,27,86,14,1009,96,407,80,296,151,100,33,74,9,1261,157,676,132,365,235,97,32,115,18,1843,237,1054,124,340,306,75,32,63,38,2271,200,1283,107,182,259,61,20,33,20,2159,228,1410,51,105,199,56,16,12,29,2104,234,1239,41,59,109,51,11,11,10,1766,625,2062,72,75,130,81,12,15,31,3101,213,443,12,15,31,29,0,3,9,754,507,899,9,8,47,38,0,3,24,1535,21,87,5,14,9,5,0,4,23,166,2773,10436,767,2075,1818,882,224,542,269,19788,16,4,0,4,0,0,0,0,0,28,0,12,4,11,4,7,0,7,0,47,5,18,13,44,17,20,0,12,7,136
LGA22410,6,0,0,0,0,0,0,0,0,8,3,3,0,3,0,0,0,0,0,16,7,10,0,3,0,0,0,4,0,23,7,4,0,4,3,3,0,0,0,20,6,23,0,6,0,0,0,0,0,41,12,25,0,12,3,3,0,5,0,63,14,46,9,11,3,4,0,6,0,96,11,45,7,18,16,0,0,6,0,108,32,93,5,25,9,0,0,8,0,168,15,106,6,17,10,0,0,3,0,156,25,165,0,9,0,0,0,0,0,206,27,86,3,6,4,0,0,0,0,124,61,133,0,27,9,0,0,0,3,230,19,16,0,4,0,0,0,0,0,44,28,35,0,0,4,3,0,0,0,70,0,3,0,0,0,0,0,0,0,10,271,803,38,141,70,19,3,37,10,1384,4,0,0,0,0,0,0,4,0,14,0,0,0,5,0,0,0,0,0,6,8,4,0,0,5,0,0,0,0,25
LGA22490,6,0,0,0,0,0,0,0,0,12,5,5,0,3,6,0,0,0,0,20,3,13,5,0,3,4,0,8,0,23,4,6,10,4,8,0,0,0,0,40,10,7,7,3,9,0,0,0,0,40,5,19,5,22,5,0,0,3,0,61,15,37,4,7,8,4,0,8,0,74,11,27,3,15,9,0,0,9,0,80,21,70,4,9,8,3,0,4,0,127,22,101,0,4,10,5,0,5,0,145,22,70,3,7,7,0,3,0,0,111,8,62,0,0,9,0,0,0,0,75,42,81,3,7,10,0,0,0,0,145,26,10,0,0,0,0,0,0,0,40,16,26,3,0,8,0,0,0,0,48,6,4,0,0,0,0,0,0,3,11,209,537,48,75,90,27,4,45,7,1051,6,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,11,0,3,4,5,0,0,0,5,0,17
LGA22620,14,10,0,0,0,0,0,5,0,35,8,23,0,9,4,3,6,4,7,55,11,49,3,33,22,24,6,11,3,167,17,73,8,38,26,34,8,12,7,209,23,93,15,61,43,36,7,32,4,306,39,210,35,122,82,58,11,47,4,616,54,326,47,163,90,52,11,39,0,786,97,594,58,195,159,68,21,66,10,1269,143,1075,69,165,185,33,21,46,15,1757,137,1322,52,109,182,10,10,22,14,1862,178,1595,40,92,149,18,14,11,14,2105,190,1224,33,61,102,16,4,0,16,1644,539,1782,22,106,97,14,14,11,13,2597,182,243,7,13,19,8,0,0,0,481,243,482,11,10,22,11,0,0,3,784,5,32,0,4,3,4,0,0,3,53,1874,9130,399,1179,1199,390,146,306,107,14727,9,0,0,4,12,0,0,0,3,29,5,9,3,8,0,0,0,4,0,26,8,19,3,38,6,14,3,12,0,97
LGA22670,30,29,4,9,21,9,4,4,8,124,12,44,9,17,24,15,13,11,4,153,14,99,19,42,60,45,24,32,3,347,51,106,35,66,74,76,42,66,12,523,50,171,42,93,98,91,72,73,13,704,83,236,76,176,200,130,121,167,20,1213,146,391,151,254,362,164,235,245,33,1976,270,862,266,318,638,242,553,383,54,3591,389,1611,413,290,930,257,555,293,87,4816,426,1992,288,231,697,132,287,134,53,4237,553,2155,194,184,457,117,129,72,60,3918,518,1734,117,111,251,77,68,29,38,2958,1547,2503,128,149,275,126,59,30,27,4848,489,333,24,18,47,26,8,4,9,961,1086,618,16,15,62,35,5,8,7,1855,26,68,7,12,10,10,5,8,49,205,5698,12951,1789,1982,4203,1566,2183,1556,488,32423,9,11,3,18,9,6,5,9,6,63,3,4,3,13,9,6,3,17,3,60,15,13,11,45,39,31,12,17,8,183
LGA22750,31,55,6,19,12,0,4,4,7,142,15,80,15,50,20,16,4,11,3,204,26,135,36,88,69,68,9,45,12,488,45,206,42,145,73,95,41,76,14,731,58,272,64,197,108,119,57,119,7,996,86,565,87,312,210,183,76,153,18,1696,146,862,150,439,267,174,92,149,20,2292,222,1393,223,510,375,184,161,196,25,3290,372,2475,284,458,559,144,145,163,35,4639,370,2889,198,286,462,113,49,69,36,4473,433,3268,156,276,378,72,20,44,36,4696,436,2823,89,199,257,41,15,22,33,3916,1536,4623,157,252,418,76,15,15,57,7139,475,656,33,35,49,15,4,7,7,1282,817,1433,30,22,76,33,0,9,24,2448,20,94,6,15,14,0,0,3,33,186,5087,21826,1570,3302,3345,1339,690,1083,379,38626,16,11,4,10,14,9,0,3,6,65,9,17,8,28,13,11,3,13,0,96,10,40,24,96,36,39,3,42,8,288
LGA22830,17,14,0,0,0,0,0,0,4,42,7,10,0,3,0,0,0,4,0,24,7,23,0,12,7,11,0,8,0,62,7,35,6,21,15,10,0,19,3,109,12,55,9,26,19,10,3,14,5,146,25,84,5,44,15,25,9,23,4,241,37,149,22,52,37,29,11,52,4,385,50,266,38,96,64,16,19,69,3,619,70,595,56,83,76,20,18,44,7,958,79,663,28,56,65,13,7,18,4,930,89,772,23,57,49,5,3,14,3,1015,95,536,6,38,29,7,5,12,10,742,301,802,18,54,50,7,6,9,10,1253,85,110,0,10,4,0,0,0,0,214,142,245,0,0,8,0,0,0,4,408,0,18,0,0,0,4,0,3,3,35,1022,4378,208,549,452,161,72,272,69,7181,10,0,0,0,0,0,0,0,0,18,0,0,4,4,0,0,0,5,0,8,9,7,0,14,3,11,0,0,0,55
LGA22910,3,3,0,0,0,0,0,0,0,13,5,0,0,0,3,4,0,0,0,14,9,17,3,0,13,7,0,3,0,50,11,15,5,10,13,6,0,7,0,57,10,25,4,11,9,0,0,14,0,72,18,35,3,20,11,11,0,11,0,111,15,36,6,20,16,12,7,13,4,129,29,56,25,30,20,7,0,11,0,183,43,92,17,22,18,6,0,5,3,216,24,102,11,8,13,0,0,3,0,164,30,120,9,3,17,6,0,4,3,190,26,68,5,3,3,0,0,3,0,108,55,104,5,7,4,8,3,0,0,189,10,28,0,0,6,0,0,0,0,51,39,47,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,7,338,746,103,142,139,73,15,75,19,1647,5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,10,7,4,0,6,4,0,0,3,0,31
LGA22980,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,9,6,9,0,4,3,0,0,0,0,18,5,9,3,9,3,0,0,0,0,21,6,14,0,4,0,0,0,5,0,31,5,41,0,0,3,0,0,0,0,57,0,41,0,3,5,0,0,0,0,58,10,52,0,6,3,0,0,0,0,66,9,19,0,5,0,0,0,0,0,25,11,44,0,0,0,0,0,0,0,59,3,5,0,6,0,0,0,0,0,9,8,6,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,64,241,9,34,28,8,0,5,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA23110,13,12,0,5,7,5,0,4,9,53,6,19,8,14,7,7,0,8,0,69,9,38,12,29,14,33,7,18,3,169,19,54,20,59,33,32,16,26,10,261,12,65,21,77,36,42,16,33,5,303,39,137,29,116,69,65,47,74,4,567,47,192,50,164,66,62,68,76,7,739,99,334,90,177,142,64,130,109,13,1151,120,541,114,145,188,58,148,78,21,1420,135,637,82,67,164,46,71,35,13,1254,147,676,79,55,118,34,42,14,7,1179,159,569,48,42,51,22,28,16,6,937,457,1056,87,69,121,35,37,7,23,1891,206,173,26,8,25,7,6,5,6,461,412,343,31,9,33,9,3,0,6,846,11,25,5,4,0,0,0,4,13,62,1891,4880,690,1036,1069,520,633,510,155,11377,4,3,4,0,5,0,0,6,0,32,3,3,4,10,3,5,0,4,0,33,0,9,6,25,11,16,4,10,0,70
LGA23190,0,0,0,0,0,0,0,0,0,8,0,6,0,0,4,0,0,0,0,11,4,10,3,3,4,0,0,0,0,19,7,8,0,9,0,0,0,0,0,26,0,10,0,6,6,0,0,0,0,31,0,29,0,8,14,3,0,3,0,60,9,46,8,15,13,10,0,6,0,108,16,93,0,18,13,8,9,4,0,153,22,192,13,32,23,5,3,11,3,300,24,208,9,21,9,0,5,5,0,284,24,253,8,15,15,5,0,0,9,324,28,157,8,21,4,0,0,0,0,220,96,215,5,26,18,4,3,0,0,366,25,25,0,5,6,3,0,0,0,60,36,59,0,4,0,0,0,0,0,109,0,9,0,0,0,0,0,0,0,8,298,1316,49,181,128,36,17,36,21,2081,6,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,23
LGA23270,30,38,8,14,19,6,7,10,13,145,5,47,10,19,15,21,14,5,3,145,15,87,20,77,30,60,29,32,3,363,25,79,30,97,73,79,46,47,5,489,47,126,52,117,96,115,73,85,13,733,64,245,80,262,172,150,164,172,17,1325,122,364,122,349,270,180,251,232,33,1919,202,689,259,449,447,187,416,375,42,3075,348,1356,334,430,659,164,376,283,58,4010,392,1721,292,262,522,101,235,123,53,3692,467,1945,207,236,380,81,139,84,30,3573,366,1459,114,169,235,45,74,42,28,2527,1282,2640,179,263,266,84,62,53,46,4867,400,379,32,24,56,22,8,7,0,923,730,646,20,19,57,22,12,8,16,1532,20,73,9,13,19,3,4,7,43,195,4503,11893,1776,2806,3319,1328,1914,1561,419,29513,4,6,8,11,14,4,6,0,3,59,0,4,10,13,8,17,5,8,9,76,17,18,17,57,40,45,15,27,0,236
LGA23350,6,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,3,0,14,0,12,0,3,0,0,0,0,0,25,14,13,0,3,4,0,0,4,5,41,11,21,3,10,6,4,0,0,0,54,18,15,0,6,6,10,0,6,0,68,18,28,3,18,7,3,0,5,0,85,32,42,9,25,7,3,7,5,0,132,39,65,10,11,11,10,3,9,3,158,31,93,4,4,11,9,3,14,0,164,23,94,7,5,6,0,6,9,0,150,29,85,3,9,3,0,0,0,3,126,60,119,0,4,8,3,0,0,0,199,27,17,0,0,0,0,0,0,0,48,24,19,0,0,0,0,0,0,0,43,0,3,0,4,0,0,0,0,3,6,323,630,54,108,86,37,24,58,17,1332,3,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,3,0,12,6,0,0,0,0,0,0,0,0,11
LGA23430,34,37,8,8,14,6,3,5,9,128,18,58,16,21,14,21,10,11,5,166,38,94,18,87,57,72,13,36,3,418,38,121,31,89,55,102,20,64,11,528,56,138,65,135,94,115,41,102,21,770,99,279,70,222,159,164,89,120,15,1230,178,397,124,245,261,170,165,182,19,1741,287,749,218,353,404,236,295,278,36,2862,424,1270,286,310,611,227,248,233,66,3677,443,1531,216,175,419,154,140,118,36,3244,459,1592,162,123,257,109,87,44,34,2853,433,1240,79,94,135,61,32,24,17,2119,1266,2091,97,137,202,120,20,24,28,3979,455,385,17,13,56,40,3,3,14,987,1013,593,23,9,53,46,5,4,19,1767,23,58,6,10,14,10,0,6,23,152,5267,10622,1454,2037,2814,1658,1166,1262,345,26630,22,0,15,5,10,8,6,4,11,76,9,12,0,27,10,14,0,11,0,81,13,12,15,40,29,43,13,18,0,180
LGA23670,21,32,0,7,7,7,7,0,8,89,16,57,3,26,25,20,4,12,7,172,28,88,25,44,44,58,13,31,12,343,41,116,21,93,80,66,14,45,8,486,52,143,36,125,104,74,15,60,8,613,88,242,53,185,138,103,54,94,15,972,125,353,115,192,186,100,72,129,24,1293,218,635,190,287,366,124,185,170,39,2229,284,1261,233,224,490,115,175,154,47,2974,331,1528,166,139,382,94,87,57,35,2814,352,1586,131,96,270,70,56,38,29,2637,320,1219,90,78,133,52,21,23,11,1960,1142,1917,119,114,192,92,19,13,26,3647,404,353,24,16,32,34,0,3,9,871,813,544,20,4,56,33,0,0,10,1493,17,58,4,4,7,4,4,3,28,141,4269,10128,1230,1646,2521,1044,733,839,318,22716,10,12,8,5,4,3,0,3,4,41,6,13,3,23,6,13,4,3,4,72,13,30,9,53,28,41,5,15,5,200
