POW_LGA_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,21,50,50,26,15,179,21,26,8,31,25,16,0,120,7,0,4,0,0,0,4,20,125,180,165,276,300,85,18,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,9,3,6,9,0,0,39,13,9,3,5,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,12,11,0,0,3,0,0,0,12,36,115,185,228,213,104,29,921,243,238,186,198,204,61,0,1125,12,13,10,16,13,9,10,76,1193,1469,1512,1864,1698,473,69,8268,0,0,3,0,0,0,0,0,5,6,3,4,3,0,0,16,0,0,0,0,3,0,0,0
LGA21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,11,3,5,0,0,0,0,0,4,23,22,7,5,8,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,10,4,0,4,0,0,0,19,17,19,16,12,3,0,0,69,51,45,21,18,12,5,0,142,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,13,11,15,3,0,0,3,41,13,16,10,9,0,0,3,54,154,693,967,842,569,176,31,3430,713,511,399,368,282,75,8,2362,9,17,12,12,9,5,4,74,2931,3464,3392,3249,2144,498,75,15752,55,41,18,22,16,0,0,147,37,19,4,5,8,0,0,66,0,7,5,3,0,0,0,14
LGA21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,6,0,0,0,20,7,3,6,0,0,0,0,19,0,9,0,0,0,0,0,11,67,60,21,25,10,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,19,59,10,10,5,4,0,0,85,9,4,0,0,0,0,0,17,71,14,19,9,4,0,0,121,79,49,38,35,19,6,0,216,228,125,74,64,27,6,0,520,29,24,9,4,0,0,0,68,13,0,0,0,0,0,0,17,78,45,33,11,3,0,0,173,121,69,38,15,7,0,0,253,440,1983,2681,2262,1276,311,23,8984,2093,1488,1261,1017,728,188,9,6779,20,47,25,19,14,5,11,145,8160,9611,10039,8890,5601,1144,93,43535,92,140,66,46,24,10,0,374,256,130,69,43,40,8,0,543,3,0,0,3,0,0,0,13
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,9,4,27,43,50,56,22,6,201,66,69,51,59,64,22,0,332,6,0,0,0,3,0,7,16,336,416,398,523,518,158,16,2378,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,5,0,0,0,0,21,3,3,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,6,0,0,0,6,0,0,10,16,95,150,155,122,79,21,640,142,176,120,101,118,48,6,712,4,0,5,5,13,3,8,36,743,975,944,1063,934,314,46,5022,0,4,0,0,0,0,0,4,9,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,12,3,4,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,104,111,135,79,28,526,80,90,63,59,81,32,0,403,7,5,3,9,12,3,0,41,428,532,583,745,743,247,57,3340,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,18,0,0,0,0,0,0,0,0
LGA21890,0,0,0,0,0,0,0,0,4,18,3,0,3,0,0,29,6,6,5,4,0,0,0,25,7,10,3,0,0,0,0,25,4,10,6,3,0,0,0,18,62,93,49,31,22,7,0,260,0,0,0,0,0,0,0,0,22,15,12,4,3,0,0,60,3,3,3,6,0,0,0,10,18,6,0,4,0,0,0,37,9,10,3,0,0,4,0,20,46,31,21,13,9,4,0,123,34,34,20,24,12,3,0,128,139,163,88,63,41,13,0,512,29,46,17,7,5,0,0,101,4,5,0,0,3,0,0,21,21,31,15,11,3,0,0,83,50,89,33,14,7,0,0,197,327,1900,2215,1967,1229,255,18,7903,1131,952,695,549,475,158,17,3982,20,18,20,20,19,9,6,112,4083,6815,6122,5770,4082,936,73,27883,146,224,114,65,35,8,3,598,208,174,88,48,52,16,4,587,0,4,0,0,0,0,0,10
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,6,11,10,16,13,14,3,0,66,13,14,15,11,14,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,20,3,0,5,4,3,0,0,20,32,173,237,300,299,178,47,1268,220,237,192,200,275,93,10,1228,13,9,22,17,16,3,6,94,1158,1549,1647,2062,2054,626,83,9185,0,0,0,0,0,0,0,0,12,6,3,11,0,0,0,33,6,0,0,0,0,0,0,8
LGA22170,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,29,23,13,9,3,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,24,3,4,0,7,0,0,36,8,3,3,0,0,0,0,14,31,8,8,3,3,0,0,54,36,11,13,19,10,3,0,92,95,40,38,25,20,10,0,225,12,7,8,5,4,0,0,33,6,5,0,0,0,0,0,10,32,23,10,3,0,0,0,68,44,35,19,7,9,0,0,112,206,982,1514,1446,882,231,30,5289,1134,1054,881,708,640,182,16,4610,18,23,20,25,22,8,4,112,4306,6025,6150,6124,4533,1028,73,28247,33,62,29,17,17,3,0,167,166,87,51,40,48,10,0,405,0,4,9,7,0,0,0,20
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,38,59,56,31,16,241,30,42,44,33,40,25,0,211,5,3,0,3,3,3,0,16,209,280,339,409,434,141,28,1835,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA22310,0,0,0,0,0,0,0,0,34,54,20,9,8,0,0,123,9,10,7,3,5,0,0,35,5,7,0,3,0,0,0,14,6,4,4,4,0,0,0,14,101,114,52,29,23,3,0,332,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,15,0,3,6,0,0,0,0,8,4,4,0,3,0,0,0,16,0,6,0,0,0,0,0,6,8,17,6,5,0,0,0,42,20,28,19,19,7,5,0,102,130,163,82,60,35,5,0,476,45,52,23,12,7,0,6,147,4,0,6,0,0,0,0,13,11,20,5,3,0,5,0,48,63,76,34,16,9,3,6,205,321,1247,1833,1892,1193,431,55,6979,896,668,585,500,436,161,22,3269,13,16,15,14,11,5,7,77,3311,4887,4863,4915,3623,1177,125,22909,227,332,171,91,68,8,0,902,71,77,17,26,16,4,0,211,0,5,5,4,0,0,0,8
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,10,3,0,6,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,15,55,90,109,131,80,24,510,96,107,79,91,105,23,0,495,7,8,5,10,9,4,5,48,509,616,691,920,841,270,48,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,77,156,167,84,43,20,562,68,55,56,30,35,5,0,245,7,0,0,0,0,0,0,7,333,419,516,474,292,99,25,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,21,4,5,0,4,0,0,31,4,3,0,0,0,0,0,9,28,11,3,3,7,0,0,50,28,25,11,8,15,3,0,98,65,37,17,13,21,3,0,165,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,4,20,10,4,0,0,0,44,13,25,10,5,0,0,0,57,144,781,1138,1203,744,234,37,4284,943,987,744,588,642,174,12,4097,25,21,27,20,22,11,8,127,4410,5720,5663,5584,4606,1009,95,27091,8,10,5,11,10,0,0,44,157,70,56,29,15,8,0,338,3,3,0,3,4,0,0,13
LGA22670,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,13,7,9,7,8,4,0,0,39,15,17,12,4,5,0,0,42,3,3,3,0,0,0,0,14,92,157,63,32,36,3,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,4,0,0,17,32,6,12,9,4,0,0,58,3,10,0,4,0,0,0,21,36,26,12,15,10,0,0,101,52,48,33,36,16,13,0,191,182,227,111,81,54,21,0,672,35,43,21,8,8,0,0,112,7,0,5,0,0,0,0,19,61,56,29,17,15,3,0,178,103,103,52,27,19,0,0,311,410,1961,2410,2200,1391,273,23,8667,856,1127,925,741,688,217,19,4579,35,57,38,30,25,12,7,204,5073,9974,9820,9836,6927,1522,119,43283,174,298,135,85,56,8,0,757,301,216,131,122,87,30,0,897,0,9,4,4,0,0,0,23
LGA22750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,6,4,3,0,4,0,27,4,3,5,0,0,0,0,12,0,3,3,4,0,0,0,6,25,39,21,8,0,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,6,5,0,0,28,39,16,6,3,4,0,0,64,11,8,6,4,0,0,0,33,52,32,16,13,10,0,0,126,58,59,32,43,24,0,0,212,136,132,65,69,37,5,0,440,9,17,3,5,0,0,0,35,8,13,0,0,0,0,0,24,53,45,36,14,17,0,0,167,75,72,46,21,17,0,0,230,443,2447,3563,3098,1873,531,55,12012,2346,2187,1859,1372,1322,364,16,9466,49,47,36,44,38,18,21,260,9938,13662,13275,12901,9614,2153,169,61711,58,101,56,31,19,3,0,274,365,271,141,89,109,25,3,998,0,0,12,5,0,0,0,16
LGA22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,3,3,4,0,0,13,13,16,11,13,3,0,0,68,18,21,17,18,13,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,5,0,6,0,0,47,9,26,9,0,6,0,0,47,67,300,464,445,316,154,31,1782,427,463,345,280,335,103,7,1965,18,13,16,18,21,11,10,115,2291,3327,3107,3269,2773,731,73,15571,4,4,0,0,0,0,0,8,26,8,8,8,10,3,0,66,0,3,6,3,0,0,0,6
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,6,4,0,0,0,0,4,0,6,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,5,47,118,167,142,89,15,587,81,93,87,76,111,25,0,482,0,6,0,5,3,3,3,21,317,445,522,688,661,188,28,2843,0,0,0,0,0,0,0,6,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,44,34,15,12,153,20,32,16,22,29,10,0,132,0,5,0,3,0,4,0,15,101,225,162,223,241,67,19,1036,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA23110,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,21,0,3,3,0,0,0,0,9,0,9,3,0,0,0,0,18,0,3,3,0,0,0,0,14,43,72,30,18,16,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,9,0,0,0,0,0,27,0,6,0,0,0,0,0,5,15,11,0,0,0,0,0,31,18,16,9,8,3,0,0,60,80,105,42,29,21,0,0,275,20,19,22,3,3,0,0,68,4,0,0,0,0,0,0,7,17,16,10,6,0,0,0,44,36,35,24,12,3,0,0,120,118,697,1019,995,577,142,13,3560,603,425,409,304,286,70,13,2105,8,9,14,13,5,0,3,46,2194,3290,3429,3225,2284,486,45,14949,132,188,97,47,29,8,0,499,86,65,26,25,12,0,0,225,0,3,0,0,3,0,0,9
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,13,5,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,16,0,3,4,3,5,0,0,15,20,93,154,155,129,47,12,609,159,165,110,106,110,28,4,685,5,7,3,5,4,0,3,28,733,1015,920,1028,972,231,38,4934,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,16,0,0,0,0,0,0,0,5
LGA23270,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,12,6,12,0,5,0,0,0,21,11,7,0,0,3,0,0,24,3,8,3,5,0,0,0,16,63,91,29,22,15,5,0,224,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,8,8,15,6,6,5,0,0,43,23,12,8,3,3,0,0,52,9,0,0,0,0,0,0,13,43,27,22,16,13,0,0,118,52,49,27,30,14,6,0,188,156,163,81,71,45,14,0,531,31,28,19,7,5,0,0,91,14,7,3,0,0,0,0,18,37,49,30,23,10,0,0,146,76,85,52,25,13,6,0,255,420,1932,2606,2099,1155,226,28,8452,1306,1436,1160,930,751,176,17,5783,49,56,46,30,25,8,3,211,6210,9830,9736,8890,5719,1026,76,41493,123,211,83,51,37,6,0,508,207,182,85,80,53,15,4,622,0,9,6,7,0,0,0,20
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,87,148,117,68,19,478,106,69,80,64,98,35,0,448,8,0,0,3,3,4,4,25,353,359,469,651,595,226,31,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA23430,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,17,8,9,0,3,0,0,0,25,11,4,7,0,0,0,0,23,0,3,4,0,0,0,0,12,105,112,40,40,19,9,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,17,26,18,4,5,0,0,0,53,10,4,0,3,5,0,0,16,35,21,7,11,6,4,0,90,35,40,21,28,23,0,0,152,180,173,66,81,51,21,0,568,56,47,9,9,3,4,0,131,0,3,0,0,0,0,0,5,25,24,15,14,7,5,0,92,83,77,24,21,9,6,0,229,363,1484,2162,2378,1279,328,35,8023,1723,1096,877,793,702,260,24,5488,21,40,24,33,11,11,5,142,6017,7470,7499,8463,5719,1429,139,36736,240,275,111,74,54,9,0,765,211,175,70,83,62,19,0,621,0,0,0,0,0,0,0,5
