POW_LGA_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
LGA21270,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,3,0,15,0,4,0,10,5,0,0,10,0,29,0,4,0,14,3,0,0,5,0,33,0,15,0,7,0,0,0,0,0,24,0,25,0,8,4,0,0,0,0,47,0,23,0,0,7,0,5,4,0,36,3,30,0,0,4,0,0,0,0,31,3,16,0,0,0,0,0,0,0,21,0,38,0,15,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,168,13,66,22,0,5,37,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4
LGA21370,0,6,0,3,0,0,0,0,0,16,0,9,0,7,5,0,0,6,0,32,3,19,4,25,15,0,0,9,0,79,4,38,3,45,12,0,0,20,6,120,0,65,16,51,34,0,3,19,0,183,3,138,17,44,34,0,6,8,0,247,4,155,3,28,29,3,4,0,0,227,5,160,3,24,10,0,0,4,0,205,10,105,4,35,7,0,0,3,0,160,38,122,4,83,3,0,0,0,3,253,13,5,0,5,0,0,0,0,0,19,7,12,0,5,0,0,0,0,0,22,0,4,0,0,0,0,0,6,0,7,82,836,48,365,161,6,17,68,8,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,6,0,6,0,3,0,3,0,0,0,4,0,13,0,0,3,3,4,0,0,5,0,25
LGA21450,0,8,7,14,5,0,0,0,0,32,3,15,0,29,4,0,0,0,0,50,0,21,7,54,8,0,0,4,0,95,3,44,3,83,20,3,0,3,0,156,5,55,5,53,26,0,4,0,3,147,9,109,10,48,50,4,3,8,3,232,7,187,3,39,36,0,0,3,4,276,10,199,4,31,27,0,0,0,0,273,4,141,0,49,7,0,0,0,0,209,53,238,4,116,11,0,3,0,3,424,13,6,0,9,0,0,0,0,0,33,16,4,4,0,0,0,0,0,0,22,0,0,0,5,3,0,0,0,0,3,114,1041,49,533,184,7,19,24,15,1985,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,10,0,12,0,0,0,0,3,0,0,3,0,13,0,4,0,0,4,0,0,8,0,26
LGA21610,0,21,4,21,3,0,0,7,0,58,0,31,7,73,12,0,0,8,0,141,0,78,21,144,23,0,0,14,0,282,7,141,8,234,59,0,0,6,0,465,6,192,39,164,92,4,4,16,9,535,14,361,40,137,127,5,6,7,6,703,14,652,31,105,79,0,5,5,5,899,22,676,10,101,37,0,3,3,4,868,20,493,8,89,22,0,4,0,5,641,117,662,14,199,42,0,3,0,0,1037,56,39,0,10,0,0,0,0,0,111,40,31,0,10,0,0,0,0,0,79,0,11,0,9,4,0,0,0,3,29,307,3432,181,1332,520,10,33,73,36,5919,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,11,0,22,0,0,0,0,5,0,0,54,0,57,0,0,0,4,0,0,0,17,0,28,0,0,0,15,6,0,0,28,0,47,0,15,3,34,10,0,0,43,0,106
LGA21670,0,5,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,10,0,6,4,11,0,0,0,5,0,25,0,9,7,10,8,0,0,3,0,31,0,21,10,15,12,0,0,7,3,62,3,28,3,19,10,0,0,3,0,69,0,26,0,16,4,0,0,0,0,51,4,38,0,20,0,0,0,0,0,65,5,21,0,14,4,0,0,0,0,41,10,36,0,33,0,0,0,0,0,78,0,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,202,17,140,36,0,0,20,3,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,12
LGA21750,0,0,0,0,0,0,0,0,0,8,0,0,0,13,3,0,0,0,0,19,0,4,0,11,4,0,0,0,0,27,0,13,0,16,5,0,0,0,0,36,3,13,3,16,7,0,0,0,0,39,3,24,3,15,16,0,0,0,0,63,10,31,0,13,7,0,3,0,0,72,7,44,0,13,6,0,0,0,0,77,11,26,0,11,4,0,4,0,0,55,18,33,0,54,4,0,0,0,0,117,11,6,0,3,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,14,0,5,0,3,0,0,0,0,0,7,62,215,17,178,62,6,14,4,3,560,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,4,5,0,0,0,0,12
LGA21830,0,9,0,3,0,0,0,0,0,17,0,6,0,11,3,0,0,8,0,25,0,11,0,13,6,0,0,6,0,38,0,19,0,12,0,0,3,10,0,49,0,31,3,16,4,0,0,4,0,58,0,44,4,17,18,0,0,0,0,92,6,67,5,16,10,0,0,0,0,94,5,66,0,12,0,0,0,0,0,83,3,35,0,4,0,0,4,0,0,46,15,50,6,19,5,0,0,0,0,100,6,0,7,4,0,0,0,0,0,20,8,0,17,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,8,51,346,43,133,58,0,6,30,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,3,5,0,3,0,0,0,0,0,14
LGA21890,0,12,0,18,0,0,0,0,0,36,0,24,0,22,13,0,0,4,0,66,3,48,9,52,32,0,0,3,5,150,3,90,11,54,37,0,0,0,4,198,10,151,10,72,63,0,10,0,0,306,18,284,14,72,145,0,17,4,11,561,25,408,45,93,73,0,25,3,3,684,28,481,36,129,53,3,20,3,6,761,40,395,29,132,40,0,34,0,9,679,138,480,74,250,51,5,41,0,4,1049,38,34,4,21,3,0,0,0,0,107,45,26,4,0,6,0,0,0,4,82,0,10,3,4,0,0,0,0,0,18,355,2474,238,938,526,8,155,25,47,4762,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,5,0,15,0,0,0,9,0,0,0,21,0,27,0,0,0,4,3,0,0,9,0,16,0,0,0,5,0,0,0,13,0,23,0,4,3,14,12,0,0,9,0,45
LGA22110,0,12,4,19,10,0,5,8,0,50,0,10,9,27,10,0,0,13,0,61,0,34,11,73,29,0,0,19,0,163,0,45,11,104,44,0,3,17,0,234,16,81,8,86,50,3,4,16,7,279,12,156,22,69,69,0,4,18,0,353,16,195,6,57,40,0,3,11,4,337,29,207,12,50,56,0,7,8,0,362,24,147,0,58,18,0,0,0,0,250,71,153,0,98,8,0,4,0,0,340,22,10,0,10,0,0,0,0,0,47,17,16,0,11,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,11,209,1075,88,678,332,8,33,105,27,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,4,0,0,0,0,8,4,0,0,0,5,0,5,7,3,17,0,0,0,3,8,0,0,4,0,17
LGA22170,3,24,5,21,18,5,0,6,3,77,0,28,11,49,19,0,0,3,0,111,4,84,9,108,63,0,0,7,0,286,3,177,16,171,102,0,4,30,8,508,6,308,33,188,186,7,10,24,9,764,10,591,34,172,225,7,18,22,7,1085,20,690,36,149,142,3,12,9,4,1064,25,921,23,129,95,0,12,6,7,1220,55,722,17,106,50,3,0,3,8,970,172,959,30,201,68,0,16,7,9,1460,72,104,0,20,5,0,0,0,0,204,64,207,0,10,5,0,0,0,0,293,0,21,3,10,4,0,0,0,0,42,438,4866,227,1348,996,33,72,123,53,8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,18,0,26,0,0,0,0,7,0,0,6,0,7,0,0,3,4,0,0,0,5,0,18,0,6,3,11,5,0,0,14,0,43
LGA22250,0,3,0,0,3,0,0,0,0,8,0,3,0,8,4,0,0,0,0,12,0,9,0,5,3,0,0,0,0,19,0,12,0,15,3,0,0,5,0,43,0,18,0,14,4,0,0,5,0,51,5,18,7,9,10,0,0,0,0,43,0,39,4,4,3,0,0,3,0,55,0,31,0,9,9,0,5,0,0,51,0,35,0,4,0,0,0,0,0,40,11,28,7,11,5,0,0,0,0,63,0,0,0,3,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,26,197,23,79,48,0,13,26,3,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,3,0,12,0,0,0,10,0,0,0,0,0,17
LGA22310,0,13,3,13,3,0,0,3,0,38,4,24,0,40,9,0,0,0,0,76,0,34,10,46,19,0,0,0,0,103,0,57,10,60,17,0,0,4,0,152,0,119,5,99,38,0,3,12,0,274,4,208,15,94,50,0,7,8,7,389,14,318,13,56,45,0,19,0,0,465,13,414,6,61,13,0,26,0,6,543,27,298,7,36,24,0,31,0,0,426,48,314,0,54,15,0,23,3,4,464,23,28,0,5,10,0,0,0,3,69,20,55,0,4,3,0,0,0,0,85,0,16,0,0,0,0,0,0,0,18,153,1911,71,585,251,8,108,44,17,3148,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,7,0,14,0,0,0,5,0,0,0,14,0,23,0,0,0,4,0,0,0,3,0,14,3,0,0,12,0,0,0,6,0,27,0,7,5,16,0,0,0,10,0,39
