POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA23810,92,89,15,0,482,0,14,75,78,81,79,7,0,334,0,29,169,160,175,186,19,0,736,0,4,45,40,56,71,3,0,216,0,0,37,84,110,109,4,0,342,3,7,15,10,24,14,0,0,72,290,641,1255,1037,954,953,171,9,5310,4,0,3,3,0,0,0,0,12,110,5,10,3,8,9,4,0,155,62,29,23,15,15,13,5,3,167,24,31,36,37,33,25,4,0,191,36,48,51,53,48,50,20,0,300,35,88,70,112,95,90,25,6,519,16,102,168,122,138,107,20,4,685,11,109,177,119,127,110,16,0,657,7,52,167,109,121,120,26,0,599,0,29,104,69,73,46,13,0,337,0,14,96,79,57,42,6,0,301,0,7,74,31,41,30,3,0,192,0,3,75,95,99,47,0,0,319,0,0,5,16,13,7,0,0,41,0,0,3,6,0,3,4,0,21,4,5,4,3,11,0
LGA23940,0,4,0,0,17,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,16,45,38,45,42,10,0,196,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,8,5,0,0,4,0,6,0,0,14,0,0,0,0,6,5,0,0,10,4,6,10,0,0,10,0,0,29,0,6,4,5,3,0,5,0,25,0,0,5,6,3,13,0,0,24,0,0,0,3,4,7,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,3,0,5,0,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,40,28,8,0,194,0,7,32,36,32,20,3,0,139,0,3,42,32,26,10,5,4,129,0,0,3,14,9,5,0,0,38,0,0,6,5,5,3,0,0,20,0,9,8,0,4,6,0,0,41,163,353,507,484,439,337,86,14,2373,0,0,0,3,5,0,0,0,7,141,8,6,3,6,8,0,0,169,63,32,18,18,12,10,0,0,157,25,43,25,24,13,12,7,0,146,15,38,24,26,33,37,5,0,183,22,66,51,47,53,42,7,0,285,10,64,72,55,80,50,10,0,329,3,38,65,51,70,53,13,0,296,4,17,56,64,65,49,13,0,268,0,10,39,37,44,26,9,0,154,0,10,24,32,35,22,11,0,123,0,4,26,26,28,18,0,0,102,0,0,32,35,35,24,0,0,132,0,0,0,4,0,5,0,0,11,0,0,0,8,3,6,0,0,12,6,5,4,4,4,6
LGA24210,75,56,4,0,292,0,4,34,51,55,24,10,0,173,0,0,57,69,57,35,10,0,228,0,0,9,6,12,9,0,0,31,0,0,9,12,27,8,5,0,57,4,10,5,0,9,7,4,0,35,137,362,850,686,632,550,140,17,3376,20,0,6,0,8,0,5,0,35,290,59,18,6,17,4,9,0,399,133,109,26,18,31,23,7,0,358,50,117,64,44,45,37,13,3,373,22,94,81,74,78,47,11,0,409,23,98,146,92,122,115,29,0,617,7,109,140,109,137,130,22,4,654,6,74,192,148,128,112,28,0,689,0,45,147,118,136,112,32,0,597,0,14,46,62,65,50,9,0,247,0,16,62,55,47,30,11,0,217,0,3,37,32,34,39,3,0,159,0,4,112,91,88,75,15,0,375,0,0,14,18,21,13,0,0,63,0,0,3,10,15,17,0,0,45,0,3,9,10,9,8
LGA24250,17,9,6,0,53,0,0,8,14,9,8,0,0,36,0,0,9,3,12,7,0,0,29,0,0,0,0,0,0,0,0,6,0,4,0,0,0,7,0,0,9,0,0,0,0,3,3,0,0,4,34,60,121,105,115,88,25,0,560,0,0,0,0,0,0,0,0,0,27,6,0,0,0,5,0,0,30,6,4,0,3,0,0,0,0,27,4,0,6,6,0,9,3,0,26,0,4,6,6,5,7,0,0,33,3,0,4,3,13,4,9,3,47,15,12,14,13,20,9,3,0,87,0,9,25,10,7,12,4,0,73,0,4,21,7,18,17,0,0,74,0,3,6,7,3,5,3,0,31,0,0,4,7,15,0,0,0,31,0,0,3,3,6,4,0,0,14,0,0,3,10,7,9,0,0,35,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0
LGA24330,77,70,17,0,425,0,5,70,77,71,56,8,0,280,0,5,107,133,80,55,4,0,388,0,3,19,21,17,13,0,0,72,0,0,17,26,24,18,0,0,86,0,4,10,9,7,3,0,0,42,85,481,1295,996,753,573,116,8,4323,7,4,11,5,3,0,3,0,39,149,35,6,9,0,9,0,0,212,86,96,40,29,21,23,6,0,294,41,113,76,43,47,27,7,4,363,25,111,78,67,47,43,12,0,385,17,149,164,109,107,67,13,0,628,7,101,191,133,140,87,21,3,687,5,81,223,154,164,113,13,0,752,4,57,184,153,158,123,11,0,691,0,25,129,98,76,54,14,0,395,0,5,83,65,40,27,7,0,234,0,9,47,43,14,25,3,0,133,3,3,45,58,40,34,4,0,188,0,0,4,0,0,4,0,0,20,0,11,12,3,0,10,0,0,49,4,3,7,8,5,8
LGA24410,196,116,24,0,765,0,13,114,111,98,51,12,0,402,0,10,114,144,121,56,13,0,460,0,0,10,17,20,17,0,0,62,0,0,5,26,28,12,6,0,72,4,11,26,8,11,18,5,0,81,268,906,1683,1348,1307,955,235,22,6730,9,5,3,0,0,0,0,0,28,229,45,5,9,12,9,4,0,311,146,111,41,23,23,17,6,0,368,61,119,60,51,42,37,9,0,377,32,108,72,85,65,53,15,0,435,38,141,133,136,124,98,25,0,700,24,148,167,175,165,110,20,4,812,9,123,232,173,172,149,28,0,882,0,87,180,158,155,128,26,0,732,0,27,94,71,93,69,11,5,377,0,10,89,56,53,46,11,0,265,0,10,44,47,30,25,6,0,158,0,3,52,54,51,45,9,0,211,0,0,0,3,6,11,0,0,18,0,0,0,5,0,4,0,0,16,3,10,17,11,10,14
LGA24600,672,443,73,7,3444,4,57,657,843,635,400,71,0,2667,0,59,1078,1545,1088,685,98,4,4572,0,5,217,343,230,150,23,0,967,0,7,160,369,339,164,26,5,1065,7,29,68,47,41,30,6,0,225,379,2562,9151,7716,4946,3233,624,39,28648,38,55,51,22,12,14,3,0,190,402,288,63,31,16,13,7,0,816,317,632,213,78,44,34,23,4,1350,217,693,397,136,70,67,24,4,1605,142,704,547,177,95,92,26,3,1788,125,897,945,346,214,178,45,4,2749,85,815,1299,487,328,223,63,10,3313,41,649,1385,729,462,335,92,4,3700,25,370,1550,896,568,393,96,3,3910,11,201,1025,708,486,328,74,0,2842,17,128,801,691,564,325,59,0,2580,5,72,548,435,370,229,28,0,1686,3,63,631,974,1046,564,45,0,3326,0,12,44,137,173,99,7,0,479,0,50,108,65,88,70,10,0,393,12,40,64,40,30,27
LGA24650,97,45,9,0,471,0,14,86,90,72,33,3,0,295,0,5,123,107,68,28,5,0,337,0,0,18,21,12,3,0,0,61,0,6,16,21,13,3,0,0,54,5,17,14,10,15,10,3,0,67,298,786,1538,1199,836,457,99,0,5214,7,3,4,5,6,3,0,0,28,140,28,11,14,7,0,4,0,206,85,64,54,40,25,13,4,0,284,23,64,52,52,37,18,4,0,249,29,51,90,75,65,35,8,0,355,7,71,128,140,132,64,15,0,569,17,82,192,215,158,84,11,0,767,8,73,235,229,186,79,19,0,825,0,56,208,200,159,84,11,0,715,0,30,194,184,133,85,20,0,648,0,22,155,121,133,63,12,0,505,0,8,98,85,90,43,8,0,333,0,3,87,90,85,51,3,0,318,0,7,4,9,16,5,0,0,39,0,0,0,5,0,3,0,0,12,6,4,13,23,6,4
LGA24780,63,45,10,0,266,0,4,31,31,40,17,3,0,134,0,0,40,35,38,28,4,0,146,0,0,9,3,3,0,0,0,20,0,0,7,10,0,3,0,0,25,0,12,12,10,9,5,0,0,52,191,435,737,592,517,396,99,9,2985,7,0,4,0,5,0,0,0,8,57,8,8,0,3,0,0,0,77,29,10,9,8,7,0,3,0,75,10,22,26,18,18,17,5,0,110,10,31,40,26,20,21,3,0,153,14,54,81,63,50,59,19,0,348,8,72,93,95,82,82,22,0,451,7,72,128,102,127,93,14,0,540,0,34,139,95,96,92,15,3,471,0,15,64,50,69,51,9,0,258,0,16,77,28,47,30,0,0,204,0,0,27,28,21,21,3,0,105,0,5,40,43,50,24,3,0,158,0,0,4,9,0,5,0,0,19,0,0,3,3,4,3,0,0,14,4,0,5,9,8,4
LGA24850,43,20,0,0,177,0,0,34,35,19,12,6,0,105,0,0,32,38,37,22,6,0,136,0,0,3,0,6,0,0,0,22,0,0,6,8,3,8,0,0,21,0,8,6,4,8,4,3,0,36,113,210,506,393,359,237,73,7,1894,0,0,9,0,3,0,0,0,12,51,8,5,0,5,0,0,0,71,20,21,11,13,12,6,3,0,92,15,16,14,18,20,16,7,0,94,15,28,19,33,22,20,5,0,127,12,47,44,52,42,38,14,0,243,17,62,66,51,63,32,3,0,303,26,59,85,71,54,29,13,0,330,21,41,83,47,36,28,4,0,262,9,42,60,32,25,24,0,0,197,0,17,63,39,34,19,5,0,180,0,3,29,37,29,7,0,0,104,0,0,30,41,45,18,5,0,141,0,0,3,5,4,0,0,0,13,0,0,0,0,5,0,0,0,11,0,0,3,6,4,3
LGA24900,24,24,0,0,113,0,6,19,17,15,9,3,0,70,0,0,20,25,25,16,0,0,88,0,0,4,13,4,3,0,0,20,0,0,6,4,5,4,0,0,26,5,3,8,0,4,6,0,0,25,136,193,374,289,262,204,47,5,1500,8,0,0,3,4,4,0,0,13,49,0,0,0,7,6,0,0,63,15,8,6,3,5,0,3,0,50,13,3,12,8,12,9,5,0,61,6,13,14,7,11,9,3,0,66,11,22,34,24,32,33,7,0,166,0,41,49,42,53,29,9,0,224,4,30,50,31,33,38,9,0,201,0,6,42,32,43,39,7,0,167,0,3,14,19,11,22,0,0,81,0,5,9,11,9,8,0,0,45,0,0,4,5,6,4,0,0,21,0,0,11,14,20,9,0,0,60,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
LGA24970,395,246,51,0,1620,0,22,222,309,256,188,28,0,1036,0,16,311,473,421,246,26,0,1492,0,4,36,71,60,32,8,0,215,0,3,23,54,43,28,5,0,164,0,7,23,15,31,31,13,0,120,280,1351,3536,3141,2736,1888,423,30,13396,21,18,13,10,3,6,4,0,65,326,107,26,18,21,10,10,0,525,217,224,79,47,52,46,10,3,682,94,236,122,89,85,72,12,0,706,47,220,164,125,105,84,26,5,772,29,224,270,240,210,175,45,5,1201,15,198,349,276,295,189,59,4,1391,6,157,435,331,350,233,62,5,1576,7,139,393,307,323,239,58,7,1469,7,100,330,204,165,143,29,0,969,5,35,193,123,139,96,13,0,596,6,16,88,74,85,46,9,0,322,0,10,62,130,167,107,10,0,490,0,0,5,13,18,26,4,0,60,0,10,22,12,11,10,5,0,68,0,16,14,14,16,10
LGA25060,101,71,17,0,481,0,5,80,73,77,35,9,0,290,0,13,103,142,116,63,10,0,434,0,0,15,12,19,7,0,0,56,0,0,14,15,15,3,4,0,57,3,9,8,8,7,15,7,0,64,167,635,1297,1004,919,598,156,23,4790,12,5,4,5,3,5,0,0,45,238,30,11,11,13,10,0,0,308,121,121,54,36,21,15,4,0,371,64,118,89,49,43,35,5,0,402,28,149,104,58,89,40,15,0,484,26,167,169,114,113,85,16,0,693,14,121,227,176,150,108,26,0,833,9,118,281,194,179,124,25,4,927,7,69,209,166,160,109,13,0,732,0,29,97,97,101,67,16,0,402,0,11,88,76,68,33,7,0,287,0,5,55,49,42,29,3,0,178,0,0,68,73,76,34,5,0,252,0,0,0,14,6,11,0,0,32,0,0,4,10,4,13,0,0,38,3,8,13,4,8,8
LGA25150,27,10,3,0,131,0,3,21,18,18,10,4,0,74,0,0,32,30,18,13,0,0,102,0,0,8,3,4,6,0,0,23,0,0,8,12,0,3,0,0,23,0,0,5,0,3,0,0,0,19,114,191,391,312,237,172,50,5,1469,4,4,4,0,0,0,0,0,7,48,10,0,5,9,3,0,0,70,19,22,14,4,0,9,0,0,68,14,18,10,9,11,11,0,0,77,11,5,21,13,14,13,3,0,88,6,22,36,35,22,35,0,0,156,5,27,51,45,36,37,9,0,204,3,29,55,50,41,39,3,0,224,0,17,45,35,31,11,5,0,151,0,4,15,24,16,8,0,0,67,0,0,12,17,6,6,0,0,45,0,0,9,8,6,5,0,0,31,0,4,28,15,20,8,0,0,75,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
LGA25250,99,79,17,0,482,0,10,66,85,85,56,0,0,308,0,8,100,125,72,49,8,0,371,0,3,15,22,12,4,0,0,56,0,0,16,28,19,7,0,0,76,0,6,19,24,23,12,8,0,99,150,649,1707,1316,1048,789,195,23,5877,4,6,5,9,11,4,0,0,40,132,47,13,10,8,7,0,0,223,99,110,45,35,35,22,7,0,359,39,130,104,51,43,26,12,0,416,27,127,145,95,77,45,12,0,515,19,189,300,165,122,92,37,0,930,9,180,336,208,198,117,25,5,1076,3,129,363,266,191,145,29,0,1129,0,67,308,217,176,127,25,0,912,0,35,151,126,77,68,10,0,467,0,16,119,92,63,41,5,0,343,0,10,73,77,40,30,10,0,235,0,9,78,77,93,68,8,0,323,0,0,5,3,4,7,0,0,17,0,4,0,3,3,0,0,0,16,0,0,12,4,10,7
LGA25340,192,120,26,0,960,3,20,172,152,133,84,9,5,579,0,14,174,238,183,99,25,0,742,0,0,24,41,39,14,0,0,123,0,0,28,32,40,26,4,0,126,8,8,17,15,24,26,11,0,107,597,1427,2468,1885,1771,1258,356,38,9800,24,5,12,3,5,4,0,0,43,467,44,11,16,12,6,4,0,565,174,141,53,45,34,31,22,0,491,104,150,70,74,57,41,11,0,513,81,161,92,93,105,78,27,0,638,88,264,209,177,198,163,43,5,1152,80,273,296,225,253,237,41,5,1408,84,288,313,242,293,236,43,0,1492,62,166,299,184,222,179,37,0,1158,12,56,139,105,145,91,17,0,567,8,40,108,95,90,36,12,0,389,0,8,59,48,59,31,12,0,214,0,7,76,105,118,77,3,0,388,0,0,8,3,13,12,0,0,45,0,0,6,10,7,13,0,0,33,7,9,11,5,10,8
LGA25430,28,11,6,0,81,0,0,13,13,15,11,4,0,55,0,0,15,23,29,16,0,0,86,0,0,0,0,3,0,0,0,3,0,0,4,0,3,3,0,0,14,0,0,0,0,4,3,0,0,8,46,88,216,177,241,186,44,6,1004,0,0,0,0,0,4,0,0,3,23,3,0,0,0,0,3,0,33,11,6,5,0,3,0,3,0,37,4,14,9,3,6,11,0,0,45,4,4,14,3,13,7,0,0,56,4,5,17,15,27,11,6,0,90,4,13,24,26,35,29,10,0,143,5,11,24,21,18,29,8,0,110,0,7,29,30,28,26,8,0,133,0,6,17,26,28,28,4,0,112,0,4,16,24,53,30,4,0,126,0,0,8,18,16,30,8,0,75,0,0,6,19,23,25,3,0,77,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0
LGA25490,17,8,3,0,73,0,0,21,8,9,10,4,0,55,0,0,26,39,13,17,0,0,92,0,0,3,3,4,6,0,0,13,0,0,7,9,5,3,3,0,22,0,0,3,0,0,5,3,0,12,45,72,207,176,145,118,32,0,803,0,0,0,0,0,0,0,0,0,25,0,0,4,0,3,0,0,37,13,3,6,0,0,6,0,0,28,0,8,3,4,4,4,4,0,23,4,8,3,10,9,4,0,0,43,5,12,19,8,13,9,0,0,70,0,11,19,12,17,13,8,0,91,0,6,8,14,20,14,4,0,71,0,4,7,7,17,15,0,0,54,0,0,5,4,3,3,0,0,17,0,0,0,0,0,3,0,0,10,0,0,0,0,0,8,0,0,8,0,0,0,0,7,5,0,0,22,0,0,0,3,0,0,0,0,6,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0
LGA25620,16,13,6,0,66,0,0,7,14,10,8,0,0,29,0,0,3,11,10,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,0,0,8,46,68,145,145,156,119,38,3,717,0,0,0,0,0,0,0,0,3,46,0,0,7,0,3,0,0,60,6,10,3,5,3,4,3,0,38,6,13,10,5,0,3,5,0,39,3,11,4,7,5,8,6,0,51,0,14,13,7,12,9,8,0,70,3,22,17,11,19,18,7,0,92,3,12,22,16,17,14,0,0,89,0,7,21,14,12,13,5,0,67,0,4,12,11,8,9,0,0,34,0,5,3,6,7,4,0,0,19,0,0,5,5,3,7,0,0,16,0,0,8,8,8,8,0,0,35,0,0,0,0,0,6,0,0,3,0,0,0,0,4,3,0,0,3,0,4,0,0,0,0
LGA25710,61,29,14,0,236,0,0,38,30,32,26,7,0,142,0,0,43,48,41,33,4,0,169,0,0,4,4,6,3,0,0,25,0,0,4,9,8,0,0,0,26,0,4,7,5,3,9,4,0,31,130,317,533,435,414,333,104,11,2276,6,5,0,0,3,4,0,0,13,178,29,9,6,0,9,0,0,233,76,62,10,14,19,14,0,0,192,31,42,28,24,21,24,7,0,179,9,43,31,34,31,24,10,0,189,18,60,48,54,59,35,5,3,276,5,57,55,40,66,53,15,0,297,6,50,89,69,63,49,11,3,341,0,31,68,56,64,29,0,0,256,0,3,29,43,43,18,3,0,141,0,10,33,28,32,11,7,0,120,0,3,14,23,25,5,0,0,70,0,3,22,18,24,19,0,0,83,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0
LGA25810,10,7,0,0,50,0,3,11,5,13,0,0,0,26,0,0,21,21,6,0,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,29,82,150,108,113,74,28,4,593,6,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,14,12,3,3,3,5,0,0,0,28,0,0,3,3,6,9,0,0,26,0,9,3,9,0,7,3,0,34,0,15,17,13,16,11,6,0,74,0,26,30,15,19,17,9,0,113,3,22,27,17,37,24,8,0,137,5,12,18,15,24,21,3,0,107,0,6,14,6,7,17,5,0,58,0,6,11,9,6,14,0,0,50,0,3,13,6,9,8,0,0,38,0,0,9,7,24,11,4,0,56,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0
LGA25900,148,79,19,0,816,0,32,208,194,134,64,13,0,657,0,13,323,369,225,143,15,0,1089,0,0,51,60,59,38,0,0,212,0,4,24,64,60,40,3,0,189,4,15,14,23,4,4,4,0,70,123,783,2627,1901,1216,755,144,13,7552,13,8,8,6,0,4,6,0,44,167,56,16,10,8,4,3,0,263,102,158,60,24,21,16,3,5,395,64,146,80,39,32,31,6,0,396,45,168,126,58,38,37,18,3,495,49,215,244,103,50,56,12,0,741,24,200,309,151,89,73,23,0,869,14,179,436,169,127,81,16,0,1025,4,88,340,192,137,103,30,3,894,0,47,205,133,75,54,10,3,528,0,13,124,96,66,41,5,0,348,0,3,72,49,38,27,5,0,196,4,10,74,88,81,38,3,0,295,0,7,9,11,14,9,0,0,49,0,8,14,19,11,4,6,0,71,0,11,14,6,9,4
LGA25990,3,0,0,0,13,0,0,4,4,0,4,0,0,10,0,0,11,10,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,39,46,42,39,9,4,216,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,5,0,3,5,0,4,0,0,0,11,0,7,0,0,4,4,0,0,15,0,4,0,0,12,0,0,0,22,0,3,8,12,9,7,0,0,34,0,5,3,8,4,4,5,0,30,0,0,10,5,8,9,0,0,38,0,3,5,12,12,7,0,0,39,0,0,8,11,11,11,0,0,39,0,0,0,9,20,13,0,0,42,0,0,3,3,13,10,0,0,27,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0
LGA26080,3,3,0,0,22,0,0,5,7,5,5,0,0,22,0,0,0,8,0,8,0,0,16,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,21,47,50,38,42,9,0,225,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,6,4,0,0,0,0,0,0,10,4,7,7,0,0,0,0,0,15,3,8,0,0,3,7,0,0,23,8,14,4,0,4,8,0,0,43,0,3,7,3,10,5,5,0,33,0,5,0,8,0,12,0,0,28,0,6,4,4,8,5,0,0,28,0,0,0,0,0,6,0,0,5,0,0,0,4,5,0,0,0,8,0,0,0,0,3,3,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,33,25,7,0,145,0,0,9,18,19,13,0,0,65,0,3,21,22,23,13,4,0,92,0,0,4,5,0,3,0,0,19,0,0,0,5,9,5,0,0,19,0,4,0,6,5,4,0,0,20,115,169,314,287,298,250,76,4,1509,3,0,0,4,3,0,0,0,10,71,4,0,6,0,0,9,0,91,26,13,5,14,7,4,0,0,75,13,15,13,14,8,8,5,3,75,16,12,20,19,19,20,6,0,108,13,21,36,30,29,33,5,3,161,0,24,40,41,43,36,15,0,196,7,29,27,33,35,34,8,0,171,3,14,33,23,38,22,11,0,145,0,0,16,5,19,12,0,0,51,0,0,8,3,12,12,0,0,32,0,0,3,4,5,4,0,0,22,0,0,14,6,13,11,0,0,42,0,0,0,0,3,0,0,0,8,0,0,0,0,4,3,0,0,5,0,4,6,4,4,0
