POW_LGA_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
LGA21270,3,0,3,0,0,0,0,3,0,15,8,29,27,20,8,54,20,119,3,290,0,13,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,7,0,18,0,3,4,0,0,5,0,17,0,31,3,3,0,0,0,3,0,11,0,25,0,0,3,0,0,9,9,19,0,39,0,0,4,3,3,3,0,15,0,26,0,10,4,0,0,8,4,4,5,24,0,10,4,0,0,3,0,3,10,29,5,47,17,8,9,34,15,90,18,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
LGA21370,6,15,16,5,0,11,0,9,0,65,57,211,173,121,104,237,76,473,49,1492,0,10,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,4,0,19,0,0,0,7,4,0,0,0,0,17,0,19,6,0,3,6,0,6,0,35,0,3,0,0,0,3,0,16,0,31,5,3,4,0,6,0,0,17,3,39,0,4,9,3,0,9,0,17,0,48,5,11,6,0,0,6,0,33,4,63,6,14,16,3,3,10,5,18,3,79,0,16,12,5,0,3,0,23,6,75,0,3,12,0,0,6,3,10,4,45,0,20,8,3,0,5,0,7,6,51,31,110,73,36,16,57,13,152,29,520,0,3,3,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,5,0,8,0,5,4,0,0,7,0,0,4,22
LGA21450,0,19,14,9,0,9,4,6,3,65,218,600,423,250,247,464,131,473,44,2848,0,13,3,0,0,0,0,0,0,20,0,8,9,0,0,4,0,0,0,22,3,6,4,0,0,0,0,0,0,20,0,23,6,5,10,0,0,4,5,51,0,17,17,6,3,9,0,3,5,62,3,18,12,6,0,9,0,14,0,60,3,15,9,13,3,6,0,18,0,68,4,11,17,3,12,9,0,14,5,64,3,23,9,5,8,9,0,18,0,77,3,17,4,7,5,10,0,13,0,70,0,21,9,7,4,3,0,14,0,60,0,27,9,0,0,4,0,6,3,52,10,21,7,5,0,0,0,8,0,57,31,214,110,55,44,64,13,114,26,665,0,4,0,0,3,0,0,0,4,10,0,0,0,0,4,0,0,0,3,7,0,7,5,3,9,3,0,0,5,33,4,3,3,0,3,9,0,0,0,26
LGA21610,3,31,9,5,5,4,0,6,3,58,407,1417,1158,638,722,1089,283,817,112,6650,3,18,4,0,0,0,0,0,0,28,0,21,5,0,0,3,0,6,0,32,5,14,4,7,5,0,3,5,6,49,5,48,27,17,9,19,0,11,5,137,11,61,24,18,19,20,0,26,3,189,20,44,11,11,10,25,4,15,0,147,3,48,27,17,8,14,3,13,3,142,10,39,24,5,8,22,3,21,4,130,12,37,27,12,8,14,0,17,0,124,4,32,18,8,4,3,0,12,6,86,3,25,13,9,0,3,0,17,0,69,8,18,8,0,0,3,0,5,4,42,0,11,8,3,0,0,0,0,3,37,87,418,201,102,73,121,13,146,44,1206,0,3,0,0,0,0,0,0,0,10,4,5,4,0,6,0,0,4,9,30,7,6,9,4,4,4,0,4,17,49,3,7,3,9,4,3,0,3,12,46
LGA21670,0,0,0,0,0,0,0,0,0,11,22,74,33,36,24,55,14,78,12,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,13,0,5,0,0,0,3,5,6,5,22,0,0,0,0,0,3,0,3,0,15,0,5,0,4,0,3,0,5,0,20,0,3,0,0,0,0,6,0,0,13,0,3,0,0,0,8,0,0,0,17,7,20,6,11,4,26,6,22,7,110,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
LGA21750,0,8,5,5,0,5,4,6,6,41,58,183,113,72,69,166,65,271,19,1002,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,10,0,8,4,0,0,0,0,0,0,17,3,9,4,3,0,0,0,3,0,29,0,4,0,5,0,3,0,7,0,21,0,6,0,0,0,5,0,11,0,25,0,5,0,0,0,0,0,11,0,26,0,6,6,0,3,8,0,15,0,34,0,6,4,0,6,7,0,9,0,38,0,11,8,0,4,4,0,8,0,46,0,5,6,4,0,0,0,7,0,36,3,14,9,10,4,3,0,5,0,48,16,86,46,30,17,38,6,78,11,324,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4
LGA21830,0,11,11,0,0,14,3,22,7,69,26,120,96,55,57,107,54,496,26,1048,0,12,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,10,0,0,0,5,0,3,0,14,0,7,0,4,0,0,0,13,0,30,0,3,0,0,0,5,0,12,0,16,0,3,6,0,0,4,0,8,0,26,0,4,3,0,0,3,0,11,0,31,0,6,6,5,4,0,0,18,0,46,0,3,4,0,0,9,6,9,0,40,0,12,3,0,3,6,4,10,3,38,3,13,14,5,0,12,0,15,8,66,6,15,5,0,3,6,0,3,7,41,13,80,53,16,13,46,11,117,28,380,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,4,0,0,4,13
LGA21890,3,11,12,6,0,9,0,4,0,43,230,1023,804,502,443,737,178,512,54,4466,0,11,0,3,0,0,0,0,0,13,0,12,0,0,0,0,0,5,0,15,0,13,6,4,4,0,0,0,5,26,4,19,7,3,3,8,0,5,8,54,7,17,4,5,7,13,6,3,9,65,8,11,19,8,8,14,0,12,0,79,5,17,4,3,4,9,0,9,0,63,10,28,12,7,7,5,0,14,0,75,5,12,7,12,7,9,0,7,0,60,5,19,10,3,3,9,0,6,0,61,6,9,3,0,0,3,0,0,0,27,0,9,5,5,0,0,0,5,0,28,0,9,3,3,0,3,0,0,3,24,49,182,91,61,35,68,6,77,23,593,0,0,3,0,0,0,0,0,5,9,0,0,3,0,0,0,0,0,4,14,0,0,4,3,0,0,0,0,12,29,4,6,8,5,3,3,0,5,8,40
LGA22110,4,10,14,9,4,9,4,17,0,87,86,291,220,151,146,270,107,388,39,1688,0,3,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,13,0,4,0,0,0,0,0,0,0,12,0,11,3,0,0,4,0,4,6,29,0,3,7,0,0,5,0,5,5,21,0,8,6,0,0,5,0,13,0,32,0,11,4,6,0,8,0,11,4,37,0,9,5,0,0,6,0,12,3,36,5,12,6,3,6,14,0,22,0,61,3,13,5,10,3,6,0,29,0,82,3,28,14,10,6,14,3,27,3,105,0,12,9,0,4,12,0,16,0,61,6,25,19,4,3,12,3,13,4,93,23,151,73,41,23,83,16,151,29,595,0,9,0,0,0,0,0,0,12,19,0,3,0,0,0,0,0,7,6,13,3,3,0,0,3,0,0,0,0,15,0,0,3,0,0,7,0,0,0,16
LGA22170,0,10,10,0,3,0,3,7,0,37,222,808,548,391,305,598,147,494,56,3571,0,15,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,8,3,8,0,0,3,0,0,0,0,15,4,14,4,3,0,5,0,3,6,50,0,28,11,9,10,7,0,9,4,77,3,22,17,8,3,6,0,8,3,82,6,19,10,4,3,0,0,10,4,56,5,24,7,6,6,14,0,13,5,79,6,25,5,0,4,8,0,9,0,63,9,22,8,0,0,0,0,3,4,58,0,23,3,5,0,0,3,3,0,45,0,7,9,0,0,0,0,0,0,22,3,19,3,3,0,0,0,3,0,35,47,233,77,42,30,56,17,71,27,610,0,5,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,16,3,0,0,0,3,4,0,0,3,21,3,4,0,3,6,3,0,0,4,21
LGA22250,0,5,6,0,4,4,0,4,0,23,18,54,49,31,31,68,22,173,9,466,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,10,0,5,0,0,0,0,0,0,0,13,0,6,4,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,14,0,3,0,0,0,3,0,7,0,14,4,0,0,0,0,4,0,15,0,26,0,3,0,0,0,5,0,13,0,26,0,5,6,0,5,7,5,20,0,44,3,0,0,7,0,4,0,3,0,28,0,4,3,0,0,0,0,5,8,21,4,7,0,0,5,3,0,7,8,33,10,39,28,13,13,27,10,85,13,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA22310,0,35,16,9,6,8,0,0,0,73,222,1143,750,443,371,689,165,446,51,4284,3,3,0,0,0,0,0,0,0,6,0,9,7,0,0,0,0,0,0,19,0,5,3,6,0,0,0,0,0,18,0,22,5,3,4,5,3,5,3,55,3,18,14,4,9,10,0,14,0,75,6,29,17,11,5,15,3,11,3,91,7,17,5,0,3,11,5,13,5,80,0,30,18,13,3,8,9,13,0,86,3,29,18,6,11,11,0,8,3,82,3,23,10,3,0,4,0,7,0,63,13,28,12,4,3,5,3,7,4,75,3,26,8,6,0,6,0,0,0,43,0,18,10,3,3,0,0,4,0,40,42,251,137,57,43,73,27,86,18,738,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,7,15,0,0,0,4,5,0,0,0,3,17,3,5,0,3,0,0,0,3,5,21
LGA22410,0,13,6,5,0,10,6,11,6,51,37,157,99,57,60,123,39,243,24,837,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,5,3,0,3,4,0,0,4,0,17,0,0,3,0,0,0,0,7,0,15,4,0,3,6,0,4,0,6,4,30,3,4,8,0,0,9,0,7,0,30,0,4,3,0,0,3,0,9,0,22,4,6,10,0,5,8,0,9,0,42,0,6,3,0,0,10,3,13,0,40,0,0,5,3,6,9,3,18,0,47,6,3,3,0,4,3,0,14,8,42,18,40,43,16,19,51,12,96,22,315,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10
LGA22490,0,7,3,5,0,6,0,4,0,25,35,133,72,54,60,108,28,135,10,642,4,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,6,0,5,0,0,0,0,0,6,0,9,0,7,0,0,0,6,0,0,0,18,0,9,4,0,0,4,0,4,0,26,0,7,0,5,0,3,3,6,0,20,0,9,7,0,0,10,0,5,0,24,3,4,9,0,0,4,0,7,0,28,0,8,0,0,0,3,0,3,0,17,3,5,0,0,0,3,0,3,0,20,3,13,0,4,3,4,0,9,0,33,6,7,6,6,0,5,3,8,0,35,21,79,23,21,4,36,7,48,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
LGA22620,3,11,9,4,5,5,0,9,0,49,131,599,449,289,278,484,143,535,37,2940,6,14,5,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,3,4,19,0,13,7,0,0,4,0,6,5,33,3,24,6,0,0,3,0,4,8,52,5,14,8,4,0,7,4,9,0,46,4,14,10,0,10,7,0,12,0,64,5,6,9,3,7,8,5,20,0,65,3,21,11,4,0,10,0,14,0,68,9,25,10,0,0,8,5,13,6,83,3,26,11,6,0,9,0,16,3,75,7,19,12,9,0,6,5,7,8,64,0,27,11,5,3,0,0,5,9,68,51,209,96,41,22,55,23,119,38,660,0,0,0,0,0,0,0,0,4,13,0,4,3,0,4,0,0,0,7,14,4,0,4,0,4,0,0,0,11,19,0,0,0,4,0,3,0,3,3,22
LGA22670,3,24,6,0,0,10,0,3,0,56,203,747,591,380,477,717,242,593,102,4056,3,19,6,0,3,0,0,0,4,39,5,25,6,0,3,8,0,3,4,52,3,13,8,6,4,6,0,0,0,44,0,32,22,9,12,14,0,3,8,97,13,37,18,9,14,14,0,4,9,121,5,42,18,12,24,18,0,17,0,135,6,30,17,0,10,8,6,20,3,94,7,22,15,8,11,13,3,8,5,91,7,24,14,6,9,14,0,13,0,87,0,25,13,0,5,5,4,14,4,75,3,14,9,8,5,0,0,5,6,46,11,12,7,8,3,0,0,3,0,51,3,11,5,0,8,4,0,3,4,28,73,300,165,59,104,102,18,86,50,959,0,3,0,0,0,0,0,0,6,13,0,0,4,0,3,4,0,8,14,35,5,8,7,5,13,11,0,4,14,65,5,0,6,3,13,16,0,6,26,81
LGA22750,4,44,20,11,3,13,5,9,0,102,369,1705,1145,775,613,1140,350,967,100,7154,4,20,0,0,0,0,0,0,0,29,0,13,9,0,0,0,0,0,3,30,3,20,3,7,0,3,0,0,7,42,6,36,12,7,4,12,0,10,3,79,11,42,13,6,10,16,0,18,3,123,14,40,17,10,8,19,0,22,0,116,6,39,25,10,10,22,5,19,5,139,9,27,20,5,11,12,3,18,15,123,3,32,18,9,0,18,3,24,3,118,14,46,27,5,8,8,0,14,5,127,10,43,20,16,3,20,0,8,0,121,0,53,12,11,3,9,0,9,8,101,7,42,9,4,0,5,0,10,8,85,100,448,182,82,50,130,26,140,66,1230,5,10,0,0,0,0,0,0,12,31,3,3,0,3,3,8,0,7,13,43,3,5,0,5,10,15,3,6,16,61,7,4,0,0,4,9,3,11,20,56
LGA22830,3,7,7,6,4,4,0,6,0,40,66,295,207,160,163,303,81,420,26,1723,4,16,0,0,0,0,0,0,0,19,0,5,3,0,0,0,0,4,0,12,0,0,0,0,0,3,0,6,0,7,0,4,7,0,3,0,0,0,0,22,0,12,6,0,4,9,5,3,4,43,7,13,7,3,0,3,0,11,0,49,4,6,9,5,3,9,3,19,0,59,5,8,3,4,3,11,0,30,0,63,0,16,8,5,0,12,0,19,4,70,3,17,11,3,3,4,0,21,4,65,3,22,8,0,3,6,3,10,3,69,4,23,6,4,0,0,7,12,6,67,0,13,13,9,4,11,0,0,8,61,39,152,83,31,36,65,24,146,30,605,0,0,0,4,0,0,0,0,5,11,0,3,0,0,8,0,0,0,0,15,4,0,0,6,0,5,0,0,5,21,3,0,3,0,5,0,0,0,7,23
LGA22910,0,9,7,0,5,0,3,5,0,32,52,213,141,77,66,138,55,154,11,903,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,3,6,0,5,0,3,0,19,0,5,0,0,0,0,0,3,0,13,0,6,3,0,0,3,0,4,0,20,0,0,4,0,0,5,0,5,0,14,4,3,10,0,0,0,0,16,0,33,0,12,6,7,3,3,3,4,3,36,0,9,4,0,0,0,0,5,0,21,0,12,3,0,0,4,0,3,0,25,3,8,12,0,0,0,0,6,3,39,19,57,45,21,12,26,7,47,7,245,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA22980,0,8,4,4,0,3,0,3,5,22,14,36,31,15,23,51,25,124,5,324,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,6,0,7,0,0,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,0,5,0,13,0,0,3,0,0,4,0,5,0,11,0,6,0,0,0,0,0,7,0,17,0,7,0,0,0,0,0,10,6,20,0,3,0,0,0,0,0,6,0,13,0,9,3,5,0,0,0,3,0,20,8,30,16,10,0,18,3,44,8,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA23110,0,11,0,5,0,0,0,9,0,21,116,492,397,221,177,395,90,303,37,2229,0,9,0,0,0,0,0,0,3,11,0,6,0,0,0,0,0,0,4,12,0,3,6,0,0,0,0,0,3,13,4,7,3,0,0,3,0,0,4,29,0,11,10,3,0,12,0,3,3,44,0,11,6,4,3,7,0,3,0,41,0,16,9,0,5,5,4,6,0,53,3,15,9,3,4,4,0,8,3,44,5,12,11,0,3,0,0,11,0,43,3,13,14,4,0,5,0,8,0,43,6,9,4,4,0,0,0,0,0,25,3,4,0,3,0,3,0,0,0,21,0,11,0,0,0,0,0,0,0,14,34,122,83,33,21,39,7,39,23,405,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,4,0,3,21,0,3,0,0,4,0,0,0,3,11,4,6,4,0,0,3,0,0,6,20
LGA23190,0,7,4,7,0,6,0,3,0,36,27,96,83,60,54,143,45,173,12,688,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,6,0,11,0,5,0,0,0,7,0,3,0,15,4,6,3,0,0,3,0,0,0,13,0,6,0,0,0,8,0,6,0,25,0,5,0,0,0,5,4,13,0,25,0,0,0,0,0,9,0,12,0,29,0,6,10,3,0,4,4,14,0,39,3,9,3,0,0,3,0,11,0,36,5,11,3,0,0,3,0,6,0,36,0,8,8,3,0,0,0,5,6,30,14,58,32,17,8,46,6,80,9,277,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,0,3,3,8
LGA23270,0,13,4,6,3,4,0,3,0,32,279,1060,864,508,486,900,258,666,150,5169,0,19,0,0,0,0,0,0,0,31,0,15,4,5,0,7,0,0,9,28,9,21,6,3,0,0,0,0,8,48,9,41,33,3,10,7,0,10,4,116,13,46,28,14,14,20,0,8,3,141,8,28,21,4,8,16,3,12,6,111,0,38,15,9,6,14,3,7,7,106,5,38,18,8,6,15,3,12,11,114,9,24,13,10,5,7,0,7,0,82,11,15,9,5,3,5,0,9,3,58,4,22,7,3,7,5,0,12,3,61,0,12,10,3,8,3,0,4,5,43,0,8,6,7,5,0,0,4,4,28,70,324,162,73,69,94,21,102,64,972,0,10,0,3,0,0,0,0,10,18,4,10,9,4,0,7,0,0,16,52,8,7,11,9,10,10,0,3,17,65,9,10,0,5,13,8,6,12,29,86
LGA23350,3,12,8,5,3,6,0,13,0,49,34,147,96,56,41,104,42,161,6,693,4,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,9,0,14,0,6,0,4,0,0,0,8,0,16,0,0,0,0,0,0,0,10,0,12,0,0,8,0,0,7,5,16,0,28,0,5,5,0,5,4,0,15,0,24,3,9,3,3,0,4,0,11,0,32,0,12,9,0,0,5,5,7,0,44,0,7,4,4,0,11,0,5,0,40,0,8,12,6,0,5,0,3,6,42,18,61,42,18,14,30,7,81,11,280,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA23430,7,19,23,7,4,10,4,0,3,76,243,1055,787,485,459,817,208,623,91,4770,0,14,0,0,0,0,0,0,3,22,0,4,5,0,0,0,0,0,0,11,0,3,3,0,0,5,0,4,7,22,8,18,7,6,10,13,0,3,8,81,5,32,12,7,8,12,5,10,3,98,3,25,16,9,9,18,6,7,4,108,7,30,31,7,13,21,6,17,0,124,10,29,15,8,4,14,6,19,0,105,10,26,10,11,10,18,5,18,5,100,4,29,15,8,9,9,7,11,8,108,10,31,11,12,3,11,0,7,0,83,3,32,11,7,4,5,0,7,0,78,7,23,11,4,4,0,0,0,3,56,76,308,157,80,63,130,32,99,44,991,5,8,0,0,0,0,0,0,4,15,5,0,6,7,5,0,0,0,14,34,5,3,3,0,3,4,0,0,21,38,11,6,9,0,3,8,0,5,17,48
LGA23670,3,25,11,9,4,10,0,0,0,60,260,1007,657,397,407,666,191,565,71,4220,0,14,0,0,0,0,0,0,0,15,0,9,7,0,0,3,0,0,0,15,0,10,3,7,5,0,0,0,0,29,6,22,19,4,4,14,0,0,3,76,3,24,18,9,3,7,0,5,0,85,0,27,21,8,5,14,4,12,3,100,10,21,16,13,4,15,3,17,0,94,7,30,15,6,4,9,4,9,3,97,3,28,6,4,3,5,3,20,9,79,9,26,14,4,6,9,3,9,8,83,3,14,15,6,4,0,0,0,0,59,5,20,4,0,6,0,0,3,0,35,6,15,3,8,0,0,0,0,4,43,56,259,138,65,43,94,20,83,31,801,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,11,0,0,0,6,6,5,0,0,10,30,0,0,0,0,0,0,0,3,7,17
